z,n,a,symbol,training_measurement_fm,training_measurement_unc_fm,nuclr_prediction_fm,nuclr_seed_std_fm,nuclr_model_count,nuclr_prediction_kind,interval_kind,interval68_half_width_fm,interval68_lower_fm,interval68_upper_fm,interval95_half_width_fm,interval95_lower_fm,interval95_upper_fm,external_measurement_fm,external_measurement_unc_fm,external_source_key,external_source_doi,training_status
67,88,155,Ho,5.1076,0.0326,5.1097865,0.00038262576,4,measured_target_oof_4_models,heldout_test_aggregate,0.01007437013,5.09971213,5.11986087,0.01972063855,5.090065861,5.129507139,,,,,
67,89,156,Ho,5.1156,0.0326,5.1257706,0.00088014285,4,measured_target_oof_4_models,heldout_test_aggregate,0.009149380383,5.11662122,5.13491998,0.0203552368,5.105415363,5.146125837,,,,,
67,90,157,Ho,5.1535,0.0316,5.1373158,0.001001664,4,measured_target_oof_4_models,heldout_test_aggregate,0.009877895364,5.127437905,5.147193695,0.02133945444,5.115976346,5.158655254,,,,,
67,91,158,Ho,5.1571,0.0316,5.1529975,0.00078275864,4,measured_target_oof_4_models,heldout_test_aggregate,0.009540619991,5.14345688,5.16253812,0.02091110841,5.132086392,5.173908608,,,,,
67,92,159,Ho,5.1675,0.0314,5.1652985,0.0005704472,4,measured_target_oof_4_models,heldout_test_aggregate,0.01218893395,5.153109566,5.177487434,0.02443704603,5.140861454,5.189735546,,,,,
67,93,160,Ho,5.1662,0.0315,5.1705413,0.00027447694,4,measured_target_oof_4_models,heldout_test_aggregate,0.008120822319,5.162420478,5.178662122,0.01752423676,5.153017063,5.188065537,,,,,
67,94,161,Ho,5.1785,0.0313,5.178077,0.00020989841,4,measured_target_oof_4_models,heldout_test_aggregate,0.01126867978,5.16680832,5.18934568,0.02360450534,5.154472495,5.201681505,,,,,
67,95,162,Ho,5.1817,0.0313,5.1854563,0.0010379268,4,measured_target_oof_4_models,heldout_test_aggregate,0.01130179087,5.174154509,5.196758091,0.02445507438,5.161001226,5.209911374,,,,,
67,96,163,Ho,5.1907,0.0313,5.192148,0.00076335523,4,measured_target_oof_4_models,heldout_test_aggregate,0.01310074638,5.179047254,5.205248746,0.02846421506,5.163683785,5.220612215,,,,,
67,97,164,Ho,,,5.2082257,0.0020765176,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01619355524,5.192032145,5.224419255,0.0351413526,5.173084347,5.243367053,,,,,
67,98,165,Ho,5.2022,0.0312,5.22338,0.0016145498,4,measured_target_oof_4_models,heldout_test_aggregate,0.01411183812,5.209268162,5.237491838,0.03177042736,5.191609573,5.255150427,,,,,
67,99,166,Ho,,,5.226741,0.0012940755,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009880671833,5.216860328,5.236621672,0.02147579048,5.20526521,5.24821679,,,,,
67,100,167,Ho,,,5.2355757,0.0017492559,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01451705533,5.221058645,5.250092755,0.03073292833,5.204842772,5.266308628,,,,,
67,101,168,Ho,,,5.2454023,0.003241658,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01367374813,5.231728552,5.259076048,0.02899436335,5.216407937,5.274396663,,,,,
67,102,169,Ho,,,5.2460318,0.0010527592,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01561162207,5.230420178,5.261643422,0.03268130669,5.213350493,5.278713107,,,,,
67,103,170,Ho,,,5.257001,0.0017769631,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01408640238,5.242914598,5.271087402,0.03120699018,5.22579401,5.28820799,,,,,
67,104,171,Ho,,,5.263434,0.0024381136,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01454098608,5.248893014,5.277974986,0.03106492613,5.232369074,5.294498926,,,,,
67,105,172,Ho,,,5.2698145,0.0024898355,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01211716239,5.257697338,5.281931662,0.02549750301,5.244316997,5.295312003,,,,,
67,106,173,Ho,,,5.2693605,0.0023677046,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01555037453,5.253810125,5.284910875,0.03408496297,5.235275537,5.303445463,,,,,
67,107,174,Ho,,,5.274766,0.0022987558,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01561489871,5.259151101,5.290380899,0.03288502329,5.241880977,5.307651023,,,,,
67,108,175,Ho,,,5.273165,0.002392142,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0171363428,5.256028657,5.290301343,0.037378693,5.235786307,5.310543693,,,,,
67,109,176,Ho,,,5.266749,0.0018938007,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01666043634,5.250088564,5.283409436,0.03586810113,5.230880899,5.302617101,,,,,
67,110,177,Ho,,,5.270826,0.0027311319,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01710488643,5.253721114,5.287930886,0.03690967128,5.233916329,5.307735671,,,,,
67,111,178,Ho,,,5.27161,0.0025979583,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01712377073,5.254486229,5.288733771,0.03656693194,5.235043068,5.308176932,,,,,
68,75,143,Er,,,5.0287123,0.002059077,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01536867988,5.01334362,5.04408098,0.032870413,4.995841887,5.061582713,,,,,
68,76,144,Er,,,5.0311785,0.0017587306,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01590684092,5.015271659,5.047085341,0.03241102496,4.998767475,5.063589525,,,,,
68,77,145,Er,,,5.0404644,0.0015741446,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01204590293,5.028418497,5.052510303,0.02675092594,5.013713474,5.067215326,,,,,
68,78,146,Er,,,5.044228,0.0016857618,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01348588174,5.030742118,5.057713882,0.02822001248,5.016007988,5.072448012,,,,,
68,79,147,Er,,,5.039671,0.0016687697,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01150468283,5.028166317,5.051175683,0.02598376486,5.013687235,5.065654765,,,,,
68,80,148,Er,,,5.047893,0.0015219704,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01341168063,5.034481319,5.061304681,0.02802667835,5.019866322,5.075919678,,,,,
68,81,149,Er,,,5.044961,0.0016658613,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01207138703,5.032889613,5.057032387,0.02554906354,5.019411936,5.070510064,,,,,
68,82,150,Er,5.0548,0.0254,5.0448513,0.000683209,4,measured_target_oof_4_models,heldout_test_aggregate,0.01251059784,5.032340702,5.057361898,0.0264495806,5.018401719,5.071300881,,,,,
68,83,151,Er,,,5.0590944,0.0014781909,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01262445712,5.046469943,5.071718857,0.02719140513,5.031902995,5.086285805,,,,,
68,84,152,Er,5.0843,0.0257,5.0834227,0.00033712116,4,measured_target_oof_4_models,heldout_test_aggregate,0.01520210711,5.068220593,5.098624807,0.03065894564,5.052763754,5.114081646,,,,,
68,85,153,Er,,,5.0950108,0.0008627233,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01016381311,5.084846987,5.105174613,0.02172487574,5.073285924,5.116735676,,,,,
68,86,154,Er,5.1129,0.0268,5.1142855,0.00091689534,4,measured_target_oof_4_models,heldout_test_aggregate,0.009945200426,5.1043403,5.1242307,0.02202541368,5.092260086,5.136310914,,,,,
68,87,155,Er,,,5.125373,0.0017100663,40,unmeasured_target_40_models,extrapolation_model_estimate,0.008013478723,5.117359521,5.133386479,0.01684593537,5.108527065,5.142218935,,,,,
68,88,156,Er,5.1429,0.0285,5.1457496,0.0003842426,4,measured_target_oof_4_models,heldout_test_aggregate,0.008494375502,5.137255224,5.154243976,0.01784360165,5.127905998,5.163593202,,,,,
68,89,157,Er,,,5.1615524,0.0016245415,40,unmeasured_target_40_models,extrapolation_model_estimate,0.008847182358,5.152705218,5.170399582,0.0186558904,5.14289651,5.18020829,,,,,
68,90,158,Er,5.1761,0.0312,5.174293,0.0011268771,4,measured_target_oof_4_models,heldout_test_aggregate,0.01002653744,5.164266463,5.184319537,0.02088751995,5.15340548,5.19518052,,,,,
68,91,159,Er,,,5.187669,0.0016697483,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009426760121,5.17824224,5.19709576,0.02015918329,5.167509817,5.207828183,,,,,
68,92,160,Er,5.2045,0.0336,5.197919,0.0015114568,4,measured_target_oof_4_models,heldout_test_aggregate,0.01033147955,5.18758752,5.20825048,0.02198564176,5.175933358,5.219904642,,,,,
68,93,161,Er,,,5.2058277,0.0010924463,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009567586919,5.196260113,5.215395287,0.02068917851,5.185138521,5.226516879,,,,,
68,94,162,Er,5.2246,0.004,5.214298,0.00044983436,4,measured_target_oof_4_models,heldout_test_aggregate,0.01053843087,5.203759569,5.224836431,0.02231929678,5.191978703,5.236617297,,,,,
68,95,163,Er,,,5.2233415,0.0014998948,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009419616817,5.213921883,5.232761117,0.02041799618,5.202923504,5.243759496,,,,,
68,96,164,Er,5.2389,0.0035,5.2314515,0.00030205777,4,measured_target_oof_4_models,heldout_test_aggregate,0.01036948385,5.221082016,5.241820984,0.02058662872,5.210864871,5.252038129,,,,,
68,97,165,Er,,,5.2472653,0.0018611826,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01133805112,5.235927249,5.258603351,0.02433651183,5.222928788,5.271601812,,,,,
68,98,166,Er,5.2516,0.0031,5.2578907,0.00046315996,4,measured_target_oof_4_models,heldout_test_aggregate,0.013079882,5.244810818,5.270970582,0.02803245053,5.229858249,5.285923151,,,,,
68,99,167,Er,5.256,0.0031,5.2626534,0.0008838677,4,measured_target_oof_4_models,heldout_test_aggregate,0.01367172647,5.248981674,5.276325126,0.02825097922,5.234402421,5.290904379,,,,,
68,100,168,Er,5.2644,0.0035,5.2719173,0.0009494036,4,measured_target_oof_4_models,heldout_test_aggregate,0.01133092729,5.260586373,5.283248227,0.02417795562,5.247739344,5.296095256,,,,,
68,101,169,Er,,,5.2857237,0.0027049491,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01087947183,5.274844228,5.296603172,0.02381128581,5.261912414,5.309534986,,,,,
68,102,170,Er,5.2789,0.0041,5.2817774,0.00061898545,4,measured_target_oof_4_models,heldout_test_aggregate,0.0123608774,5.269416523,5.294138277,0.02652025102,5.255257149,5.308297651,,,,,
68,103,171,Er,,,5.2964883,0.0016112704,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01067211985,5.28581618,5.30716042,0.02380575244,5.272682548,5.320294052,,,,,
68,104,172,Er,,,5.3005896,0.0018692495,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01084053816,5.289749062,5.311430138,0.02413588382,5.276453716,5.324725484,,,,,
68,105,173,Er,,,5.309804,0.0020892217,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01087500832,5.298928992,5.320679008,0.02430604819,5.285497952,5.334110048,,,,,
68,106,174,Er,,,5.3063345,0.0017535962,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01189150156,5.294442998,5.318226002,0.02562141554,5.280713084,5.331955916,,,,,
68,107,175,Er,,,5.3153963,0.0017865115,40,unmeasured_target_40_models,extrapolation_model_estimate,0.00963082975,5.30576547,5.32502713,0.02129768653,5.294098613,5.336693987,,,,,
68,108,176,Er,,,5.312114,0.0013903386,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01088192912,5.301232071,5.322995929,0.02256488771,5.289549112,5.334678888,,,,,
68,109,177,Er,,,5.3052244,0.0013253676,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01163482633,5.293589574,5.316859226,0.02560142998,5.27962297,5.33082583,,,,,
68,110,178,Er,,,5.311555,0.0019894112,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01361178096,5.297943219,5.325166781,0.02932486511,5.282230135,5.340879865,,,,,
68,111,179,Er,,,5.3118815,0.0018495579,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01340294844,5.298478552,5.325284448,0.02915691501,5.282724585,5.341038415,,,,,
68,112,180,Er,,,5.3164477,0.0014273123,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01429623592,5.302151464,5.330743936,0.03039677372,5.286050926,5.346844474,,,,,
69,75,144,Tm,,,4.9920454,0.002593113,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01870814653,4.973337253,5.010753547,0.04052027234,4.951525128,5.032565672,,,,,
69,76,145,Tm,,,4.994643,0.0020813246,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01893190327,4.975711097,5.013574903,0.0397648904,4.95487811,5.03440789,,,,,
69,77,146,Tm,,,5.003267,0.0019855243,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01679574895,4.986471251,5.020062749,0.03512670539,4.968140295,5.038393705,,,,,
69,78,147,Tm,,,5.0083084,0.0022252577,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01379888718,4.994509513,5.022107287,0.02953107195,4.978777328,5.037839472,,,,,
69,79,148,Tm,,,5.00087,0.0022953942,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0158078763,4.985062124,5.016677876,0.03263846849,4.968231532,5.033508468,,,,,
69,80,149,Tm,,,5.0117655,0.0020338064,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01488644672,4.996879053,5.026651947,0.03274863802,4.979016862,5.044514138,,,,,
69,81,150,Tm,,,5.007382,0.0018952454,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01459299196,4.992789008,5.021974992,0.03131587633,4.976066124,5.038697876,,,,,
69,82,151,Tm,,,5.0088053,0.0020098155,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01162196069,4.997183339,5.020427261,0.02435245812,4.984452842,5.033157758,,,,,
69,83,152,Tm,,,5.0217724,0.002296174,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01129054318,5.010481857,5.033062943,0.02283608679,4.998936313,5.044608487,,,,,
69,84,153,Tm,5.0643,0.019,5.0442686,0.0013188868,4,measured_target_oof_4_models,heldout_test_aggregate,0.01385032625,5.030418274,5.058118926,0.02866960029,5.015599,5.0729382,,,,,
69,85,154,Tm,5.0755,0.0166,5.059206,0.00067488325,4,measured_target_oof_4_models,heldout_test_aggregate,0.01144592486,5.047760075,5.070651925,0.02360891858,5.035597081,5.082814919,,,,,
69,86,155,Tm,,,5.0784903,0.0019189813,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01083749487,5.067652805,5.089327795,0.02317341511,5.055316885,5.101663715,,,,,
69,87,156,Tm,5.0976,0.0135,5.092551,0.0012172066,4,measured_target_oof_4_models,heldout_test_aggregate,0.01075620911,5.081794791,5.103307209,0.02313132529,5.069419675,5.115682325,,,,,
69,88,157,Tm,5.114,0.0074,5.110211,0.0009490623,4,measured_target_oof_4_models,heldout_test_aggregate,0.009000263324,5.101210737,5.119211263,0.0207352548,5.089475745,5.130946255,,,,,
69,89,158,Tm,5.1235,0.0069,5.1297445,0.0009247891,4,measured_target_oof_4_models,heldout_test_aggregate,0.009513471483,5.120231029,5.139257971,0.02086389465,5.108880605,5.150608395,,,,,
69,90,159,Tm,5.1392,0.006,5.1432276,0.00092543766,4,measured_target_oof_4_models,heldout_test_aggregate,0.01015659255,5.133071007,5.153384193,0.02032981819,5.122897782,5.163557418,,,,,
69,91,160,Tm,5.1504,0.0055,5.1534805,0.00064119714,4,measured_target_oof_4_models,heldout_test_aggregate,0.009956744502,5.143523755,5.163437245,0.02023570239,5.133244798,5.173716202,,,,,
69,92,161,Tm,5.1616,0.005,5.1668067,0.0004490159,4,measured_target_oof_4_models,heldout_test_aggregate,0.009484730305,5.15732197,5.17629143,0.02133083283,5.145475867,5.188137533,,,,,
69,93,162,Tm,5.1713,0.0048,5.171376,0.0003293861,4,measured_target_oof_4_models,heldout_test_aggregate,0.01198291659,5.159393083,5.183358917,0.02587546644,5.145500534,5.197251466,,,,,
69,94,163,Tm,5.1849,0.0042,5.178923,0.00040745846,4,measured_target_oof_4_models,heldout_test_aggregate,0.01124891635,5.167674084,5.190171916,0.02585788631,5.153065114,5.204780886,,,,,
69,95,164,Tm,5.1906,0.0042,5.1858377,0.001368709,4,measured_target_oof_4_models,heldout_test_aggregate,0.01300003318,5.172837667,5.198837733,0.02669167361,5.159146026,5.212529374,,,,,
69,96,165,Tm,5.2004,0.0038,5.1910963,0.0013883666,4,measured_target_oof_4_models,heldout_test_aggregate,0.01223479228,5.178861508,5.203331092,0.02622414187,5.164872158,5.217320442,,,,,
69,97,166,Tm,5.2046,0.0038,5.213406,0.00199198,4,measured_target_oof_4_models,heldout_test_aggregate,0.01102385431,5.202382146,5.224429854,0.02399977791,5.189406222,5.237405778,,,,,
69,98,167,Tm,5.2129,0.0036,5.219548,0.00050546275,4,measured_target_oof_4_models,heldout_test_aggregate,0.01258739713,5.206960603,5.232135397,0.02682490542,5.192723095,5.246372905,,,,,
69,99,168,Tm,5.217,0.0036,5.2339487,0.00055562943,4,measured_target_oof_4_models,heldout_test_aggregate,0.01136326019,5.22258544,5.24531196,0.02243992073,5.211508779,5.256388621,,,,,
69,100,169,Tm,5.2256,0.0035,5.2437477,0.0011440732,4,measured_target_oof_4_models,heldout_test_aggregate,0.01411483141,5.229632869,5.257862531,0.02962249537,5.214125205,5.273370195,,,,,
69,101,170,Tm,5.2303,0.0036,5.2536416,0.0011926307,4,measured_target_oof_4_models,heldout_test_aggregate,0.01548374885,5.238157851,5.269125349,0.032996444,5.220645156,5.286638044,,,,,
69,102,171,Tm,5.2388,0.0037,5.2481165,0.0006283406,4,measured_target_oof_4_models,heldout_test_aggregate,0.01184963756,5.236266862,5.259966138,0.02474373443,5.223372766,5.272860234,,,,,
69,103,172,Tm,5.2411,0.0052,5.2644095,0.0012948009,4,measured_target_oof_4_models,heldout_test_aggregate,0.0110232447,5.253386255,5.275432745,0.02253450891,5.241874991,5.286944009,,,,,
69,104,173,Tm,,,5.2648892,0.0015635603,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01193932484,5.252949875,5.276828525,0.02522697482,5.239662225,5.290116175,,,,,
69,105,174,Tm,,,5.2719426,0.0026751542,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01184677268,5.260095827,5.283789373,0.02574031196,5.246202288,5.297682912,,,,,
69,106,175,Tm,,,5.2706127,0.0022160579,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01349871276,5.257113987,5.284111413,0.02903342268,5.241579277,5.299646123,,,,,
69,107,176,Tm,,,5.2760706,0.0022453703,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01296574701,5.263104853,5.289036347,0.0271065111,5.248964089,5.303177111,,,,,
69,108,177,Tm,,,5.2732778,0.002081101,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01045473314,5.262823067,5.283732533,0.02164494141,5.251632859,5.294922741,,,,,
69,109,178,Tm,,,5.2660923,0.0022744257,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009326172683,5.256766127,5.275418473,0.0198368878,5.246255412,5.285929188,,,,,
69,110,179,Tm,,,5.272486,0.0023406507,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01073220436,5.261753796,5.283218204,0.02254796813,5.249938032,5.295033968,,,,,
69,111,180,Tm,,,5.2733655,0.0023488651,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01292478902,5.260440711,5.286290289,0.02726042412,5.246105076,5.300625924,,,,,
69,112,181,Tm,,,5.2769885,0.002230893,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0137470574,5.263241443,5.290735557,0.02871049741,5.248278003,5.305698997,,,,,
70,79,149,Yb,,,5.0470395,0.0018000747,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01221488346,5.034824617,5.059254383,0.02596078941,5.021078711,5.073000289,,,,,
70,80,150,Yb,,,5.053301,0.0020024432,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01577912954,5.03752187,5.06908013,0.03322335267,5.020077647,5.086524353,,,,,
70,81,151,Yb,,,5.051948,0.0015139328,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01193849806,5.040009502,5.063886498,0.02597769801,5.025970302,5.077925698,,,,,
70,82,152,Yb,5.0423,0.0146,5.0545316,0.001219621,4,measured_target_oof_4_models,heldout_test_aggregate,0.008446188355,5.046085412,5.062977788,0.0189985386,5.035533061,5.073530139,,,,,
70,83,153,Yb,,,5.0661845,0.0017098943,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01247639537,5.053708105,5.078660895,0.02518234701,5.041002153,5.091366847,,,,,
70,84,154,Yb,5.0875,0.0105,5.0903654,0.00025542825,4,measured_target_oof_4_models,heldout_test_aggregate,0.01171387153,5.078651528,5.102079272,0.02234106578,5.068024334,5.112706466,,,,,
70,85,155,Yb,5.104,0.011,5.1036773,0.00055870414,4,measured_target_oof_4_models,heldout_test_aggregate,0.01286293902,5.090814361,5.116540239,0.02950083337,5.074176467,5.133178133,,,,,
70,86,156,Yb,5.1219,0.0103,5.1194363,0.0012204978,4,measured_target_oof_4_models,heldout_test_aggregate,0.01317447983,5.10626182,5.13261078,0.02890935734,5.090526943,5.148345657,,,,,
70,87,157,Yb,5.1324,0.01,5.133296,0.00081410265,4,measured_target_oof_4_models,heldout_test_aggregate,0.01245270572,5.120843294,5.145748706,0.02737720362,5.105918796,5.160673204,,,,,
70,88,158,Yb,5.1498,0.0088,5.153001,0.0010416496,4,measured_target_oof_4_models,heldout_test_aggregate,0.01131715763,5.141683842,5.164318158,0.02341433259,5.129586667,5.176415333,,,,,
70,89,159,Yb,5.1629,0.0084,5.1727095,0.00072678895,4,measured_target_oof_4_models,heldout_test_aggregate,0.01074475769,5.161964742,5.183454258,0.02202623417,5.150683266,5.194735734,,,,,
70,90,160,Yb,5.1781,0.0076,5.1843166,0.0006854059,4,measured_target_oof_4_models,heldout_test_aggregate,0.01019183511,5.174124765,5.194508435,0.0223279651,5.161988635,5.206644565,,,,,
70,91,161,Yb,5.1889,0.0072,5.1991234,0.00091123837,4,measured_target_oof_4_models,heldout_test_aggregate,0.009046860064,5.19007654,5.20817026,0.01853805618,5.180585344,5.217661456,,,,,
70,92,162,Yb,5.2054,0.0067,5.2072353,0.0003608705,4,measured_target_oof_4_models,heldout_test_aggregate,0.009332870959,5.197902429,5.216568171,0.01981594786,5.187419352,5.227051248,,,,,
70,93,163,Yb,5.2157,0.0064,5.2174506,0.0014765428,4,measured_target_oof_4_models,heldout_test_aggregate,0.009875291966,5.207575308,5.227325892,0.02047423951,5.19697636,5.23792484,,,,,
70,94,164,Yb,5.2307,0.006,5.222559,0.0011190515,4,measured_target_oof_4_models,heldout_test_aggregate,0.01117491204,5.211384088,5.233733912,0.02404174104,5.198517259,5.246600741,,,,,
70,95,165,Yb,5.2399,0.0058,5.234495,0.0006189932,4,measured_target_oof_4_models,heldout_test_aggregate,0.01098295125,5.223512049,5.245477951,0.02370287323,5.210792127,5.258197873,,,,,
70,96,166,Yb,5.2525,0.0057,5.2399917,0.0012021872,4,measured_target_oof_4_models,heldout_test_aggregate,0.01124673665,5.228744963,5.251238437,0.0226915966,5.217300103,5.262683297,,,,,
70,97,167,Yb,5.2621,0.0056,5.254294,0.0015036971,4,measured_target_oof_4_models,heldout_test_aggregate,0.01047230492,5.243821695,5.264766305,0.02243557386,5.231858426,5.276729574,,,,,
70,98,168,Yb,5.2702,0.0056,5.2623744,0.00077263,4,measured_target_oof_4_models,heldout_test_aggregate,0.01089196842,5.251482432,5.273266368,0.02293302279,5.239441377,5.285307423,,,,,
70,99,169,Yb,5.2771,0.0056,5.276406,0.0005062733,4,measured_target_oof_4_models,heldout_test_aggregate,0.0103358904,5.26607011,5.28674189,0.02236260776,5.254043392,5.298768608,,,,,
70,100,170,Yb,5.2853,0.0056,5.280619,0.00082410406,4,measured_target_oof_4_models,heldout_test_aggregate,0.01105757701,5.269561423,5.291676577,0.0229482365,5.257670763,5.303567237,,,,,
70,101,171,Yb,5.2906,0.0057,5.2977123,0.0006543034,4,measured_target_oof_4_models,heldout_test_aggregate,0.0117775042,5.285934796,5.309489804,0.02419319084,5.273519109,5.321905491,,,,,
70,102,172,Yb,5.2995,0.0058,5.2913156,0.0008984923,4,measured_target_oof_4_models,heldout_test_aggregate,0.01137844916,5.279937151,5.302694049,0.02441729102,5.266898309,5.315732891,,,,,
70,103,173,Yb,5.3046,0.0059,5.3072486,0.0007141067,4,measured_target_oof_4_models,heldout_test_aggregate,0.01195087638,5.295297724,5.319199476,0.02430680712,5.282941793,5.331555407,,,,,
70,104,174,Yb,5.3108,0.006,5.312004,0.0009892451,4,measured_target_oof_4_models,heldout_test_aggregate,0.0115053683,5.300498632,5.323509368,0.0245720197,5.28743198,5.33657602,,,,,
70,105,175,Yb,5.3135,0.0061,5.323872,0.0018759496,4,measured_target_oof_4_models,heldout_test_aggregate,0.008983568407,5.314888432,5.332855568,0.02005777583,5.303814224,5.343929776,,,,,
70,106,176,Yb,5.3215,0.0062,5.317606,0.00085485727,4,measured_target_oof_4_models,heldout_test_aggregate,0.008873149623,5.30873285,5.32647915,0.02064894287,5.296957057,5.338254943,,,,,
70,107,177,Yb,,,5.32556,0.0017977057,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01011643679,5.315443563,5.335676437,0.0215494188,5.304010581,5.347109419,,,,,
70,108,178,Yb,,,5.3217306,0.001590595,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01050782316,5.311222777,5.332238423,0.02229405181,5.299436548,5.344024652,,,,,
70,109,179,Yb,,,5.3144093,0.0014989431,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009873864312,5.304535436,5.324283164,0.02086399586,5.293545304,5.335273296,,,,,
70,110,180,Yb,,,5.320976,0.0018796057,40,unmeasured_target_40_models,extrapolation_model_estimate,0.008127198798,5.312848801,5.329103199,0.01725934813,5.303716652,5.338235348,,,,,
70,111,181,Yb,,,5.320577,0.0017506349,40,unmeasured_target_40_models,extrapolation_model_estimate,0.008398643087,5.312178357,5.328975643,0.01832444258,5.302252557,5.338901443,,,,,
70,112,182,Yb,,,5.325555,0.0015407862,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01029827145,5.315256729,5.335853271,0.0217182132,5.303836787,5.347273213,,,,,
70,113,183,Yb,,,5.326657,0.0025840572,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01155242443,5.315104576,5.338209424,0.02416904895,5.302487951,5.350826049,,,,,
70,114,184,Yb,,,5.333218,0.0020526096,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01270210326,5.320515897,5.345920103,0.02712700709,5.306090993,5.360345007,,,,,
70,115,185,Yb,,,5.3340006,0.002311184,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01160550677,5.322395093,5.345606107,0.02456848405,5.309432116,5.358569084,,,,,
71,78,149,Lu,,,5.10574,0.0017901752,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01786886234,5.087871138,5.123608862,0.03756457156,5.068175428,5.143304572,,,,,
71,79,150,Lu,,,5.094361,0.0022495724,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01742242309,5.076938577,5.111783423,0.03648864409,5.057872356,5.130849644,,,,,
71,80,151,Lu,,,5.1031275,0.0015019614,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01673824146,5.086389259,5.119865741,0.03533980023,5.0677877,5.1384673,,,,,
71,81,152,Lu,,,5.10291,0.0016212371,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01486579212,5.088044208,5.117775792,0.03219640011,5.0707136,5.1351064,,,,,
71,82,153,Lu,,,5.103989,0.0015132546,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01223419584,5.091754804,5.116223196,0.02552226583,5.078466734,5.129511266,,,,,
71,83,154,Lu,,,5.116974,0.0021601238,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01271800679,5.104255993,5.129692007,0.02585461221,5.091119388,5.142828612,,,,,
