z,n,a,symbol,training_measurement_fm,training_measurement_unc_fm,nuclr_prediction_fm,nuclr_seed_std_fm,nuclr_model_count,nuclr_prediction_kind,interval_kind,interval68_half_width_fm,interval68_lower_fm,interval68_upper_fm,interval95_half_width_fm,interval95_lower_fm,interval95_upper_fm,external_measurement_fm,external_measurement_unc_fm,external_source_key,external_source_doi,training_status
40,50,90,Zr,4.2694,0.001,4.276415,0.001164996,4,measured_target_oof_4_models,heldout_test_aggregate,0.009054728593,4.267360271,4.285469729,0.01924298762,4.257172012,4.295657988,,,,,
40,51,91,Zr,4.2845,0.0013,4.283824,0.0013098251,4,measured_target_oof_4_models,heldout_test_aggregate,0.01105409729,4.272769903,4.294878097,0.02293962285,4.260884377,4.306763623,,,,,
40,52,92,Zr,4.3057,0.0013,4.3146996,0.000873558,4,measured_target_oof_4_models,heldout_test_aggregate,0.01297434941,4.301725251,4.327673949,0.02655461345,4.288144987,4.341254213,,,,,
40,53,93,Zr,,,4.3130546,0.0027995857,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01099242099,4.302062179,4.324047021,0.0235011563,4.289553444,4.336555756,,,,,
40,54,94,Zr,4.332,0.0013,4.3385234,0.00043736157,4,measured_target_oof_4_models,heldout_test_aggregate,0.01051731164,4.328006088,4.349040712,0.02289873279,4.315624667,4.361422133,,,,,
40,55,95,Zr,,,4.3551655,0.0030770574,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0120302437,4.343135256,4.367195744,0.02522643746,4.329939063,4.380391937,,,,,
40,56,96,Zr,4.3512,0.0015,4.3772106,0.0002263795,4,measured_target_oof_4_models,heldout_test_aggregate,0.01133511878,4.365875481,4.388545719,0.02388413636,4.353326464,4.401094736,,,,,
40,57,97,Zr,4.3792,0.0136,4.393267,0.00042465454,4,measured_target_oof_4_models,heldout_test_aggregate,0.01412323085,4.379143769,4.407390231,0.03080397201,4.362463028,4.424070972,,,,,
40,58,98,Zr,4.4012,0.0164,4.3998365,0.00043092686,4,measured_target_oof_4_models,heldout_test_aggregate,0.01579361039,4.38404289,4.41563011,0.03398034794,4.365856152,4.433816848,,,,,
40,59,99,Zr,4.4156,0.0181,4.415924,0.001162884,4,measured_target_oof_4_models,heldout_test_aggregate,0.01216753612,4.403756464,4.428091536,0.02580984226,4.390114158,4.441733842,,,,,
40,60,100,Zr,4.4891,0.0289,4.45117,0.00058379635,4,measured_target_oof_4_models,heldout_test_aggregate,0.01854533167,4.432624668,4.469715332,0.03804694449,4.413123056,4.489216944,,,,,
40,61,101,Zr,4.5119,0.0318,4.4656982,0.0016150957,4,measured_target_oof_4_models,heldout_test_aggregate,0.02663906606,4.439059134,4.492337266,0.0596731468,4.406025053,4.525371347,,,,,
40,62,102,Zr,4.5292,0.034,4.475528,0.0005465163,4,measured_target_oof_4_models,heldout_test_aggregate,0.03421063766,4.441317362,4.509738638,0.07441019488,4.401117805,4.549938195,,,,,
40,63,103,Zr,,,4.4861994,0.0031440028,40,unmeasured_target_40_models,extrapolation_model_estimate,0.04452861806,4.441670782,4.530728018,0.09427880631,4.391920594,4.580478206,,,,,
40,64,104,Zr,,,4.491308,0.003398794,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0515107118,4.439797288,4.542818712,0.109187594,4.382120406,4.600495594,,,,,
40,65,105,Zr,,,4.4961276,0.00372411,40,unmeasured_target_40_models,extrapolation_model_estimate,0.05789513328,4.438232467,4.554022733,0.1244823984,4.371645202,4.620609998,,,,,
40,66,106,Zr,,,4.499962,0.0021082966,40,unmeasured_target_40_models,extrapolation_model_estimate,0.04597439339,4.453987607,4.545936393,0.09871529002,4.40124671,4.59867729,,,,,
40,67,107,Zr,,,4.497207,0.0023234356,40,unmeasured_target_40_models,extrapolation_model_estimate,0.04036543176,4.456841568,4.537572432,0.0881326928,4.409074307,4.585339693,,,,,
40,68,108,Zr,,,4.5071087,0.0026754858,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03593036327,4.471178337,4.543039063,0.07725902166,4.429849678,4.584367722,,,,,
40,69,109,Zr,,,4.503955,0.0026548156,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03245981447,4.471495186,4.536414814,0.07089032488,4.433064675,4.574845325,,,,,
40,70,110,Zr,,,4.513762,0.0029934288,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03461267474,4.479149325,4.548374675,0.07373991296,4.440022087,4.587501913,,,,,
40,71,111,Zr,,,4.5064135,0.002839083,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02744366546,4.478969835,4.533857165,0.05915022713,4.447263273,4.565563727,,,,,
40,72,112,Zr,,,4.5102243,0.003318364,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02755362883,4.482670671,4.537777929,0.05837838746,4.451845913,4.568602687,,,,,
40,73,113,Zr,,,4.504364,0.0024263316,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02309069248,4.481273308,4.527454692,0.04862350644,4.455740494,4.552987506,,,,,
40,74,114,Zr,,,4.5206766,0.002994344,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02357874613,4.497097854,4.544255346,0.05152769813,4.469148902,4.572204298,,,,,
41,40,81,Nb,,,4.2917337,0.0052741584,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03201311893,4.259720581,4.323746819,0.06689571612,4.224837984,4.358629416,,,,,
41,41,82,Nb,,,4.3053017,0.0039974772,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02769128558,4.277610414,4.332992986,0.05647284117,4.248828859,4.361774541,,,,,
41,42,83,Nb,,,4.3037233,0.0029762168,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02317269463,4.280550605,4.326895995,0.04865592519,4.255067375,4.352379225,,,,,
41,43,84,Nb,,,4.305415,0.0025645045,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01845980084,4.286955199,4.323874801,0.03811280984,4.26730219,4.34352781,,,,,
41,44,85,Nb,,,4.3081684,0.0023531697,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01650965289,4.291658747,4.324678053,0.03614746611,4.272020934,4.344315866,,,,,
41,45,86,Nb,,,4.300259,0.002397289,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01475753606,4.285501464,4.315016536,0.03121931377,4.269039686,4.331478314,,,,,
41,46,87,Nb,,,4.3020678,0.0021344628,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0145571593,4.287510641,4.316624959,0.03042662481,4.271641175,4.332494425,,,,,
41,47,88,Nb,,,4.2884464,0.0016683533,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01247649289,4.275969907,4.300922893,0.02696751303,4.261478887,4.315413913,,,,,
41,48,89,Nb,,,4.2967596,0.0019287346,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01194988827,4.284809712,4.308709488,0.02563624989,4.27112335,4.32239585,,,,,
41,49,90,Nb,4.2891,0.004,4.294564,0.0010469803,4,measured_target_oof_4_models,heldout_test_aggregate,0.01064670636,4.283917294,4.305210706,0.02369256525,4.270871435,4.318256565,,,,,
41,50,91,Nb,4.2878,0.004,4.2864604,0.0015329174,4,measured_target_oof_4_models,heldout_test_aggregate,0.009220909749,4.27723949,4.29568131,0.02001639329,4.266444007,4.306476793,,,,,
41,51,92,Nb,4.3026,0.0043,4.2983685,0.00027455995,4,measured_target_oof_4_models,heldout_test_aggregate,0.009918634674,4.288449865,4.308287135,0.02150905362,4.276859446,4.319877554,,,,,
41,52,93,Nb,4.324,0.0017,4.3329325,0.001038732,4,measured_target_oof_4_models,heldout_test_aggregate,0.009259594937,4.323672905,4.342192095,0.01933193628,4.313600564,4.352264436,,,,,
41,53,94,Nb,,,4.3315597,0.0015539906,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01023452035,4.32132518,4.34179422,0.02224898923,4.309310711,4.353808689,,,,,
41,54,95,Nb,,,4.353523,0.0016407749,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01283097414,4.340692026,4.366353974,0.02760721189,4.325915788,4.381130212,,,,,
41,55,96,Nb,,,4.3705506,0.0020165422,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01137182432,4.359178776,4.381922424,0.02352764019,4.34702296,4.39407824,,,,,
41,56,97,Nb,,,4.3882837,0.0019707817,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01392588573,4.374357814,4.402209586,0.02968298496,4.358600715,4.417966685,,,,,
41,57,98,Nb,,,4.403731,0.0023375219,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01389289068,4.389838109,4.417623891,0.02985950979,4.37387149,4.43359051,,,,,
41,58,99,Nb,4.4062,0.0125,4.4204693,0.0008798416,4,measured_target_oof_4_models,heldout_test_aggregate,0.0146948195,4.40577448,4.43516412,0.0302907716,4.390178528,4.450760072,,,,,
41,59,100,Nb,,,4.4310846,0.0018458264,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0141140422,4.416970558,4.445198642,0.03009764369,4.400986956,4.461182244,,,,,
41,60,101,Nb,4.4861,0.0203,4.461527,0.0010967012,4,measured_target_oof_4_models,heldout_test_aggregate,0.01396236104,4.447564639,4.475489361,0.03076610675,4.430760893,4.492293107,,,,,
41,61,102,Nb,,,4.486177,0.004545356,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01316288901,4.473014111,4.499339889,0.02803427398,4.458142726,4.514211274,,,,,
41,62,103,Nb,4.5097,0.0227,4.4886484,0.0012823982,4,measured_target_oof_4_models,heldout_test_aggregate,0.01613080859,4.472517591,4.504779209,0.034016949,4.454631451,4.522665349,,,,,
41,63,104,Nb,,,4.497257,0.00433121,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03056216798,4.466694832,4.527819168,0.06628896308,4.430968037,4.563545963,,,,,
41,64,105,Nb,,,4.5016384,0.0027800694,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03714911783,4.464489282,4.538787518,0.07805389406,4.423584506,4.579692294,,,,,
41,65,106,Nb,,,4.5089326,0.0035635636,40,unmeasured_target_40_models,extrapolation_model_estimate,0.04010949261,4.468823107,4.549042093,0.08662265748,4.422309943,4.595555257,,,,,
41,66,107,Nb,,,4.5115476,0.0017267566,40,unmeasured_target_40_models,extrapolation_model_estimate,0.04387964133,4.467667959,4.555427241,0.09558270689,4.415964893,4.607130307,,,,,
41,67,108,Nb,,,4.508051,0.0029921439,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03632587731,4.471725123,4.544376877,0.07826970886,4.429781291,4.586320709,,,,,
41,68,109,Nb,,,4.5181313,0.0026606158,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03534665119,4.482784649,4.553477951,0.07657940954,4.44155189,4.59471071,,,,,
41,69,110,Nb,,,4.5173197,0.0022080182,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0321981129,4.485121587,4.549517813,0.06729079291,4.450028907,4.584610493,,,,,
41,70,111,Nb,,,4.5226054,0.0025003855,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02959331659,4.493012083,4.552198717,0.06307311572,4.459532284,4.585678516,,,,,
41,71,112,Nb,,,4.5187945,0.0023967975,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02486485398,4.493929646,4.543659354,0.052701549,4.466092951,4.571496049,,,,,
41,72,113,Nb,,,4.52094,0.0024783688,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02505741458,4.495882585,4.545997415,0.05327638618,4.467663614,4.574216386,,,,,
41,73,114,Nb,,,4.518435,0.002066154,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02287919746,4.495555803,4.541314197,0.0482520559,4.470182944,4.566687056,,,,,
41,74,115,Nb,,,4.525789,0.0033367965,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0244772069,4.501311793,4.550266207,0.05259565824,4.473193342,4.578384658,,,,,
41,75,116,Nb,,,4.523239,0.003425808,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02396976833,4.499269232,4.547208768,0.05170470805,4.471534292,4.574943708,,,,,
41,76,117,Nb,,,4.525066,0.0025143707,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02241099679,4.502655003,4.547476997,0.0484948988,4.476571101,4.573560899,,,,,
42,39,81,Mo,,,4.3086877,0.0065745157,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01684533943,4.291842361,4.325533039,0.03694892975,4.27173877,4.34563663,,,,,
42,40,82,Mo,,,4.3123975,0.0044869734,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02189818956,4.29049931,4.33429569,0.04732420836,4.265073292,4.359721708,,,,,
42,41,83,Mo,,,4.327655,0.0032811605,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02314879683,4.304506203,4.350803797,0.05187020361,4.275784796,4.379525204,,,,,
42,42,84,Mo,,,4.326356,0.0022402734,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02260698913,4.303749011,4.348962989,0.04818429011,4.27817171,4.37454029,,,,,
42,43,85,Mo,,,4.3281064,0.002235581,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02253443844,4.305571962,4.350640838,0.04952200413,4.278584396,4.377628404,,,,,
42,44,86,Mo,,,4.330165,0.0023623079,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01694528118,4.313219719,4.347110281,0.03620471518,4.293960285,4.366369715,,,,,
42,45,87,Mo,,,4.326408,0.0021352216,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01406547528,4.312342525,4.340473475,0.03115581327,4.295252187,4.357563813,,,,,
42,46,88,Mo,,,4.3275623,0.0021423274,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01457112261,4.312991177,4.342133423,0.0311013167,4.296460983,4.358663617,,,,,
42,47,89,Mo,,,4.316258,0.002086408,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01267220841,4.303585792,4.328930208,0.02637454195,4.289883458,4.342632542,,,,,
42,48,90,Mo,4.3265,0.0016,4.322749,0.001380238,4,measured_target_oof_4_models,heldout_test_aggregate,0.01320626573,4.309542734,4.335955266,0.0293735734,4.293375427,4.352122573,,,,,
42,49,91,Mo,4.3182,0.0012,4.3193445,0.0009643675,4,measured_target_oof_4_models,heldout_test_aggregate,0.01094112451,4.308403375,4.330285625,0.02297522727,4.296369273,4.342319727,,,,,
42,50,92,Mo,4.3151,0.0012,4.319699,0.0014819058,4,measured_target_oof_4_models,heldout_test_aggregate,0.01115235501,4.308546645,4.330851355,0.02356634697,4.296132653,4.343265347,,,,,
42,51,93,Mo,,,4.326365,0.001052954,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009708415026,4.316656585,4.336073415,0.02046316712,4.305901833,4.346828167,,,,,
42,52,94,Mo,4.3529,0.0013,4.35614,0.0006548671,4,measured_target_oof_4_models,heldout_test_aggregate,0.009557320914,4.346582679,4.365697321,0.0215612688,4.334578731,4.377701269,,,,,
42,53,95,Mo,4.3628,0.0018,4.3620934,0.00091712375,4,measured_target_oof_4_models,heldout_test_aggregate,0.009513903641,4.352579496,4.371607304,0.02052753874,4.341565861,4.382620939,,,,,
42,54,96,Mo,4.3847,0.0015,4.3825855,0.0009832883,4,measured_target_oof_4_models,heldout_test_aggregate,0.01112558556,4.371459914,4.393711086,0.02435792794,4.358227572,4.406943428,,,,,
42,55,97,Mo,4.388,0.0015,4.407136,0.0012797804,4,measured_target_oof_4_models,heldout_test_aggregate,0.01158348521,4.395552515,4.418719485,0.02572362734,4.381412373,4.432859627,,,,,
42,56,98,Mo,4.4091,0.0018,4.4226956,0.0004999771,4,measured_target_oof_4_models,heldout_test_aggregate,0.0138333131,4.408862287,4.436528913,0.02867613662,4.394019463,4.451371737,,,,,
42,57,99,Mo,,,4.438239,0.002000831,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01204125495,4.426197745,4.450280255,0.02549815937,4.412740841,4.463737159,,,,,
42,58,100,Mo,4.4468,0.0025,4.45601,0.0010055931,4,measured_target_oof_4_models,heldout_test_aggregate,0.01282065272,4.443189347,4.468830653,0.02727721728,4.428732783,4.483287217,,,,,
42,59,101,Mo,,,4.466296,0.0013844079,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01186127069,4.454434729,4.478157271,0.02458973125,4.441706269,4.490885731,,,,,
42,60,102,Mo,4.4914,0.0038,4.505552,0.00072009035,4,measured_target_oof_4_models,heldout_test_aggregate,0.01829312937,4.487258871,4.523845129,0.03735311849,4.468198882,4.542905118,,,,,
42,61,103,Mo,4.5145,0.0046,4.5198803,0.0007875121,4,measured_target_oof_4_models,heldout_test_aggregate,0.01493769056,4.504942609,4.534817991,0.03070449514,4.489175805,4.550584795,,,,,
42,62,104,Mo,4.5249,0.0051,4.523691,0.000603139,4,measured_target_oof_4_models,heldout_test_aggregate,0.01393503286,4.509755967,4.537626033,0.02994109965,4.4937499,4.5536321,,,,,
42,63,105,Mo,4.5389,0.0057,4.5259066,0.0007823174,4,measured_target_oof_4_models,heldout_test_aggregate,0.01291379202,4.512992808,4.538820392,0.02801340092,4.497893199,4.553920001,,,,,
42,64,106,Mo,4.549,0.0058,4.5363293,0.00040674506,4,measured_target_oof_4_models,heldout_test_aggregate,0.02570520561,4.510624094,4.562034506,0.055301354,4.481027946,4.591630654,,,,,
42,65,107,Mo,,,4.541229,0.0027517574,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02950220866,4.511726791,4.570731209,0.06214531945,4.479083681,4.603374319,,,,,
42,66,108,Mo,4.5602,0.0067,4.5402946,0.0011658182,4,measured_target_oof_4_models,heldout_test_aggregate,0.0307783107,4.509516289,4.571072911,0.06340828891,4.476886311,4.603702889,,,,,
42,67,109,Mo,,,4.541667,0.0021853747,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02923340925,4.512433591,4.570900409,0.06387871747,4.477788283,4.605545717,,,,,
42,68,110,Mo,,,4.5491176,0.002280493,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03467937638,4.514438224,4.583796976,0.07240432014,4.47671328,4.62152192,,,,,
42,69,111,Mo,,,4.5490766,0.002307984,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02961023443,4.519466366,4.578686834,0.06291207173,4.486164528,4.611988672,,,,,
42,70,112,Mo,,,4.556329,0.0029123696,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03032435806,4.526004642,4.586653358,0.06238615316,4.493942847,4.618715153,,,,,
42,71,113,Mo,,,4.5522585,0.0022558472,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02229110131,4.529967399,4.574549601,0.04777145273,4.504487047,4.600029953,,,,,
42,72,114,Mo,,,4.5549974,0.0022879092,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02218670123,4.532810699,4.577184101,0.04614248045,4.50885492,4.60113988,,,,,
42,73,115,Mo,,,4.551782,0.0020937053,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01993308722,4.531848913,4.571715087,0.04192974325,4.509852257,4.593711743,,,,,
42,74,116,Mo,,,4.5593,0.003015858,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02353580933,4.535764191,4.582835809,0.04995471261,4.509345287,4.609254713,,,,,
42,75,117,Mo,,,4.557883,0.0026895204,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02325640574,4.534626594,4.581139406,0.04968292052,4.508200079,4.607565921,,,,,
42,76,118,Mo,,,4.558761,0.0021527011,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02081931266,4.537941687,4.579580313,0.04558062224,4.513180378,4.604341622,,,,,
42,77,119,Mo,,,4.5601,0.0023336783,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02052286496,4.539577135,4.580622865,0.04490120438,4.515198796,4.605001204,,,,,
43,42,85,Tc,,,4.33477,0.0031285284,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02809074723,4.306679253,4.362860747,0.05671601576,4.278053984,4.391486016,,,,,
43,43,86,Tc,,,4.336865,0.0028712172,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02995373812,4.306911262,4.366818738,0.05992250674,4.276942493,4.396787507,,,,,
43,44,87,Tc,,,4.3402596,0.002644458,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02467567945,4.315583921,4.364935279,0.05085306676,4.289406533,4.391112667,,,,,
43,45,88,Tc,,,4.3359537,0.0028304576,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01830451966,4.31764918,4.35425822,0.03771205626,4.298241644,4.373665756,,,,,
43,46,89,Tc,,,4.3364096,0.0025020705,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01656213759,4.319847462,4.352971738,0.0365620991,4.299847501,4.372971699,,,,,
43,47,90,Tc,,,4.3253784,0.002058486,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01356708433,4.311811316,4.338945484,0.02882436381,4.296554036,4.354202764,,,,,
43,48,91,Tc,,,4.3327,0.001762759,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0141496652,4.318550335,4.346849665,0.03081532622,4.301884674,4.363515326,,,,,
43,49,92,Tc,,,4.3290873,0.0015411389,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0122610621,4.316826238,4.341348362,0.02557627836,4.303511022,4.354663578,,,,,
43,50,93,Tc,,,4.3281865,0.0020561693,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01052566352,4.317660836,4.338712164,0.02283188467,4.305354615,4.351018385,,,,,
43,51,94,Tc,,,4.3361335,0.0011209049,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01085502291,4.325278477,4.346988523,0.02330523489,4.312828265,4.359438735,,,,,
43,52,95,Tc,,,4.3683963,0.0016035599,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01103819405,4.357358106,4.379434494,0.02348395222,4.344912348,4.391880252,,,,,
43,53,96,Tc,,,4.372059,0.0014080593,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009194712957,4.362864287,4.381253713,0.01986860803,4.352190392,4.391927608,,,,,
43,54,97,Tc,,,4.3949113,0.0023105827,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01029801921,4.384613281,4.405209319,0.02182499877,4.373086301,4.416736299,,,,,
43,55,98,Tc,,,4.412927,0.0021589824,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01166958052,4.401257419,4.424596581,0.02515804663,4.387768953,4.438085047,,,,,
43,56,99,Tc,,,4.4284043,0.0016575166,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01334511396,4.415059186,4.441749414,0.02848708324,4.399917217,4.456891383,,,,,
43,57,100,Tc,,,4.4456034,0.0015588911,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0158648194,4.429738581,4.461468219,0.03348202845,4.412121372,4.479085428,,,,,
43,58,101,Tc,,,4.4577813,0.0013787703,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01286463977,4.44491666,4.47064594,0.02717775523,4.430603545,4.484959055,,,,,
43,59,102,Tc,,,4.4706473,0.001685584,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01319046347,4.457456837,4.483837763,0.02787035352,4.442776946,4.498517654,,,,,
43,60,103,Tc,,,4.507427,0.00313659,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01658638255,4.490840617,4.524013383,0.0355356431,4.471891357,4.542962643,,,,,
43,61,104,Tc,,,4.523036,0.0037605325,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01748451247,4.505551488,4.540520512,0.03851705013,4.48451895,4.56155305,,,,,
43,62,105,Tc,,,4.530402,0.0020355117,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01823409727,4.512167903,4.548636097,0.04006478467,4.490337215,4.570466785,,,,,
43,63,106,Tc,,,4.535882,0.0038091473,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01489129682,4.520990703,4.550773297,0.03165536951,4.50422663,4.56753737,,,,,
43,64,107,Tc,,,4.539806,0.0023002222,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01183493613,4.527971064,4.551640936,0.02540605924,4.514399941,4.565212059,,,,,
43,65,108,Tc,,,4.5461564,0.002754558,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01692260099,4.529233799,4.563079001,0.03626624745,4.509890153,4.582422647,,,,,
43,66,109,Tc,,,4.549035,0.0015632487,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02424060793,4.524794392,4.573275608,0.05243674036,4.49659826,4.60147174,,,,,
43,67,110,Tc,,,4.547906,0.001938259,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02460613646,4.523299864,4.572512136,0.05292183662,4.494984163,4.600827837,,,,,
43,68,111,Tc,,,4.5554223,0.0012619788,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02712771677,4.528294583,4.582550017,0.05893535084,4.496486949,4.614357651,,,,,
43,69,112,Tc,,,4.554858,0.0018241158,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02890133093,4.525956669,4.583759331,0.06219429705,4.492663703,4.617052297,,,,,
43,70,113,Tc,,,4.56446,0.0021495866,40,unmeasured_target_40_models,extrapolation_model_estimate,0.03284931153,4.531610688,4.597309312,0.06985681216,4.494603188,4.634316812,,,,,
43,71,114,Tc,,,4.558605,0.002149277,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02534213343,4.533262867,4.583947133,0.05445370751,4.504151292,4.613058708,,,,,
43,72,115,Tc,,,4.5633197,0.0013886222,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02369836735,4.539621333,4.587018067,0.05078493283,4.512534767,4.614104633,,,,,
43,73,116,Tc,,,4.5591598,0.0016012404,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02083762941,4.538322171,4.579997429,0.04423808676,4.514921713,4.603397887,,,,,
43,74,117,Tc,,,4.567689,0.0022281506,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02389323706,4.543795763,4.591582237,0.05150810463,4.516180895,4.619197105,,,,,
43,75,118,Tc,,,4.5647154,0.0019169446,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02413339602,4.540582004,4.588848796,0.05133035013,4.51338505,4.61604575,,,,,
43,76,119,Tc,,,4.564562,0.0015907148,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02196685483,4.542595145,4.586528855,0.04829257203,4.516269428,4.612854572,,,,,
43,77,120,Tc,,,4.565255,0.0015642269,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02146420464,4.543790795,4.586719205,0.0457013788,4.519553621,4.610956379,,,,,
43,78,121,Tc,,,4.566682,0.0018180785,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02085563495,4.545826365,4.587537635,0.04497076449,4.521711236,4.611652764,,,,,
43,79,122,Tc,,,4.5578218,0.0021404966,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01738447142,4.540437329,4.575206271,0.03948873778,4.518333062,4.597310538,,,,,
44,41,85,Ru,,,4.351493,0.0041964324,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01246657481,4.339026425,4.363959575,0.02722537821,4.324267622,4.378718378,,,,,
44,42,86,Ru,,,4.35143,0.0033577762,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0122595836,4.339170416,4.363689584,0.02632141247,4.325108588,4.377751412,,,,,
44,43,87,Ru,,,4.353924,0.0029189384,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02248318741,4.331440813,4.376407187,0.04873596512,4.305188035,4.402659965,,,,,
44,44,88,Ru,,,4.3598294,0.0022595015,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0260036245,4.333825775,4.385833025,0.05364730126,4.306182099,4.413476701,,,,,
44,45,89,Ru,,,4.3549333,0.0026251571,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02167497247,4.333258328,4.376608272,0.04570136925,4.309231931,4.400634669,,,,,
44,46,90,Ru,,,4.357644,0.0024559742,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01790359826,4.339740402,4.375547598,0.03901691712,4.318627083,4.396660917,,,,,
