z,n,a,symbol,measurement_fm,stl_oof_prediction_fm,stl_oof_seed_std_fm,stl_oof_model_count
78,103,181,Pt,5.3996,5.3938594,0.00057569914,4
78,104,182,Pt,5.3969,5.3990583,0.0027492736,4
78,105,183,Pt,5.4038,5.405058,0.0019935125,4
78,106,184,Pt,5.4015,5.406456,0.002804947,4
78,107,185,Pt,5.4148,5.4062586,0.002959479,4
78,108,186,Pt,5.4037,5.403957,0.0033237324,4
78,109,187,Pt,5.4063,5.403319,0.0014358289,4
78,110,188,Pt,5.4053,5.407583,0.0024376775,4
78,111,189,Pt,5.406,5.4062176,0.0009141392,4
78,112,190,Pt,5.4108,5.415168,0.0018195476,4
78,113,191,Pt,5.4102,5.4150367,0.0010333423,4
78,114,192,Pt,5.4169,5.4186764,0.0009897489,4
78,115,193,Pt,5.4191,5.4203897,0.0018695277,4
78,116,194,Pt,5.4236,5.426981,0.0017897105,4
78,117,195,Pt,5.427,5.4289756,0.001649223,4
78,118,196,Pt,5.4307,5.4342012,0.0014881179,4
78,120,198,Pt,5.4383,5.444193,0.0013257113,4
79,104,183,Au,5.4247,5.401123,0.0038682139,4
79,105,184,Au,5.4306,5.4033937,0.0033806222,4
79,106,185,Au,5.4296,5.4102197,0.0034487778,4
79,107,186,Au,5.4354,5.4103403,0.0042475527,4
79,108,187,Au,5.4018,5.4207277,0.0018277621,4
79,109,188,Au,5.4049,5.4142895,0.0024767215,4
79,110,189,Au,5.4084,5.4184146,0.0024600758,4
79,111,190,Au,5.4109,5.414373,0.0004630535,4
79,112,191,Au,5.4147,5.4213047,0.0014874311,4
79,113,192,Au,5.4179,5.4202857,0.0010508959,4
79,114,193,Au,5.4221,5.425909,0.00054059183,4
79,115,194,Au,5.4252,5.4284277,0.0013270796,4
79,116,195,Au,5.4298,5.4358783,0.0008306917,4
79,117,196,Au,5.4332,5.434713,0.00090943195,4
79,118,197,Au,5.4371,5.4416847,0.0007025884,4
79,119,198,Au,5.44,5.441733,0.0018432555,4
79,120,199,Au,5.4454,5.45122,0.0025371397,4
80,101,181,Hg,5.4364,5.3932247,0.0020841442,4
80,102,182,Hg,5.3833,5.392771,0.0032844406,4
80,103,183,Hg,5.4405,5.394691,0.0018402899,4
80,104,184,Hg,5.3949,5.4053526,0.0031653089,4
80,105,185,Hg,5.4397,5.4052715,0.0046108114,4
80,106,186,Hg,5.4017,5.415689,0.001958512,4
80,107,187,Hg,5.4046,5.4174523,0.00451326,4
80,108,188,Hg,5.4085,5.416318,0.005591651,4
80,109,189,Hg,5.41,5.4179997,0.0034732386,4
80,110,190,Hg,5.4158,5.4181128,0.0028847933,4
80,111,191,Hg,5.4171,5.417246,0.0012288489,4
80,112,192,Hg,5.4232,5.423581,0.002397145,4
80,113,193,Hg,5.4238,5.4271603,0.0016476542,4
80,114,194,Hg,5.4309,5.4308786,0.00221491,4
80,115,195,Hg,5.4345,5.4328585,0.0016793354,4
80,116,196,Hg,5.4385,5.4363337,0.0009117646,4
80,117,197,Hg,5.4412,5.4382696,0.00069103873,4
80,118,198,Hg,5.4463,5.443758,0.0021686296,4
80,119,199,Hg,5.4474,5.447408,0.0018859843,4
80,120,200,Hg,5.4551,5.4548583,0.0010153846,4
80,121,201,Hg,5.4581,5.456041,0.002343792,4
80,122,202,Hg,5.4648,5.4633536,0.0012548635,4
80,123,203,Hg,5.4679,5.466886,0.0013884781,4
80,124,204,Hg,5.4744,5.47441,0.0017767686,4
80,125,205,Hg,5.4776,5.4773197,0.0014986737,4
80,126,206,Hg,5.4837,5.4835525,0.000779627,4
81,107,188,Tl,5.4017,5.4153857,0.0030122285,4
81,109,190,Tl,5.4121,5.417274,0.0010815959,4
81,110,191,Tl,5.4169,5.416968,0.0017297398,4
81,111,192,Tl,5.4191,5.414671,0.001989566,4
81,112,193,Tl,5.4243,5.424259,0.0008143624,4
81,113,194,Tl,5.4259,5.424545,0.001939463,4
81,114,195,Tl,5.4325,5.4293647,0.00070133625,4
81,115,196,Tl,5.4327,5.433495,0.0020071515,4
81,116,197,Tl,5.4388,5.4390626,0.0024049615,4
81,117,198,Tl,5.4396,5.4401746,0.0017028617,4
81,118,199,Tl,5.4479,5.4462886,0.0020334397,4
81,119,200,Tl,5.4491,5.44857,0.0020283156,4
81,120,201,Tl,5.4573,5.4552135,0.0018046716,4
81,121,202,Tl,5.4595,5.459198,0.0017465779,4
81,122,203,Tl,5.4666,5.465102,0.0021090938,4
81,123,204,Tl,5.4704,5.4669943,0.0011706793,4
81,124,205,Tl,5.4759,5.4759283,0.000254669,4
81,126,207,Tl,5.4853,5.4865413,0.00071825366,4
81,127,208,Tl,5.4946,5.4981565,0.0020063135,4
82,100,182,Pb,5.3788,5.385817,0.003566709,4
82,101,183,Pb,5.3869,5.401929,0.0011649096,4
82,102,184,Pb,5.393,5.398825,0.0025252101,4
82,103,185,Pb,5.3984,5.4109564,0.0015036942,4
82,104,186,Pb,5.4027,5.411163,0.002805446,4
82,105,187,Pb,5.4079,5.415587,0.0012773513,4
82,106,188,Pb,5.4139,5.4206953,0.0022132224,4
82,107,189,Pb,5.4177,5.419646,0.00061349897,4
82,108,190,Pb,5.4222,5.4241624,0.0032244206,4
82,109,191,Pb,5.4229,5.4252095,0.00342149,4
82,110,192,Pb,5.43,5.427112,0.0023784954,4
82,111,193,Pb,5.431,5.42665,0.002049157,4
82,112,194,Pb,5.4372,5.432213,0.0022608668,4
82,113,195,Pb,5.4389,5.4379845,0.0018319275,4
82,114,196,Pb,5.4444,5.437919,0.0027288906,4
82,115,197,Pb,5.4446,5.441464,0.0030151147,4
82,116,198,Pb,5.4524,5.446543,0.0028339582,4
82,117,199,Pb,5.4529,5.4471016,0.0027353307,4
82,118,200,Pb,5.4611,5.4560523,0.0019462553,4
82,119,201,Pb,5.4629,5.4591312,0.0011649018,4
82,120,202,Pb,5.4705,5.4631186,0.0029279285,4
82,121,203,Pb,5.4727,5.4683433,0.0020600234,4
82,122,204,Pb,5.4803,5.4763246,0.0034784477,4
82,123,205,Pb,5.4828,5.48111,0.0012261386,4
82,124,206,Pb,5.4902,5.4832406,0.002621239,4
82,125,207,Pb,5.4943,5.4851236,0.0019265348,4
82,126,208,Pb,5.5012,5.4917965,0.0020752235,4
82,127,209,Pb,5.51,5.5046616,0.0016311526,4
82,128,210,Pb,5.5208,5.0782585,0.04310101,4
82,129,211,Pb,5.529,5.521337,0.0034353393,4
82,130,212,Pb,5.5396,5.533547,0.002585079,4
82,132,214,Pb,5.5577,5.5571938,0.0030853886,4
83,119,202,Bi,5.484,5.4855323,0.0011498545,4
83,120,203,Bi,5.4911,5.4896345,0.0016284243,4
83,121,204,Bi,5.4934,5.492269,0.00073429686,4
83,122,205,Bi,5.5008,5.500655,0.0018062032,4
83,123,206,Bi,5.5034,5.5039296,0.00049795833,4
83,124,207,Bi,5.5103,5.5091023,0.0007245354,4
83,125,208,Bi,5.5147,5.5136294,0.0017646006,4
83,126,209,Bi,5.5211,5.518941,0.00067335845,4
83,127,210,Bi,5.53,5.5318985,0.000607008,4
83,129,212,Bi,5.5489,5.551955,0.001648161,4
83,130,213,Bi,5.5586,5.5647917,0.0030445184,4
84,108,192,Po,5.522,5.4974675,0.0033297876,4
84,110,194,Po,5.5167,5.5047603,0.0015047451,4
84,112,196,Po,5.5136,5.5081425,0.0014247164,4
84,114,198,Po,5.5146,5.518593,0.0017245562,4
84,116,200,Po,5.5199,5.5279317,0.0016218679,4
84,118,202,Po,5.5281,5.532157,0.0021191563,4
84,120,204,Po,5.5378,5.5411325,0.0021275154,4
84,121,205,Po,5.5389,5.545535,0.001773733,4
84,122,206,Po,5.548,5.5533056,0.0029184099,4
84,123,207,Po,5.5501,5.55536,0.002671568,4
84,124,208,Po,5.5584,5.5615335,0.0025318777,4
84,125,209,Po,5.5628,5.564768,0.0018524808,4
84,126,210,Po,5.5704,5.5706396,0.0018822136,4
84,132,216,Po,5.6359,5.6323586,0.0024792256,4
84,134,218,Po,5.6558,5.6492443,0.00054544566,4
86,116,202,Rn,5.5521,5.5453415,0.0013022939,4
86,118,204,Rn,5.5568,5.553439,0.0012908368,4
86,119,205,Rn,5.5569,5.5562787,0.0024071757,4
86,120,206,Rn,5.564,5.5650463,0.0014105208,4
86,121,207,Rn,5.5652,5.5669394,0.0020773166,4
86,122,208,Rn,5.5725,5.574265,0.0015099788,4
86,123,209,Rn,5.5743,5.5769777,0.0013992228,4
86,124,210,Rn,5.5813,5.582916,0.001346804,4
86,125,211,Rn,5.585,5.586643,0.0013259946,4
86,126,212,Rn,5.5915,5.592075,0.0007172158,4
86,132,218,Rn,5.654,5.6558313,0.0011237897,4
86,133,219,Rn,5.6648,5.661956,0.0015547466,4
86,134,220,Rn,5.6731,5.6724854,0.0016195456,4
86,135,221,Rn,5.6834,5.6833572,0.0005251282,4
86,136,222,Rn,5.6915,5.688493,0.0012993995,4
87,120,207,Fr,5.572,5.569466,0.00076539174,4
87,121,208,Fr,5.5729,5.572752,0.00086811575,4
87,122,209,Fr,5.5799,5.5792837,0.0012900966,4
87,123,210,Fr,5.5818,5.582943,0.0012215433,4
87,124,211,Fr,5.5882,5.588941,0.0017471779,4
87,125,212,Fr,5.5915,5.592369,0.0014519759,4
87,126,213,Fr,5.5977,5.5990424,0.0017241174,4
87,133,220,Fr,5.6688,5.671854,0.002432256,4
87,134,221,Fr,5.679,5.6803703,0.0014799478,4
87,135,222,Fr,5.689,5.6881065,0.0018609773,4
87,136,223,Fr,5.6951,5.6958466,0.0013371352,4
87,137,224,Fr,5.7061,5.7043767,0.0019913402,4
87,138,225,Fr,5.7112,5.711274,0.0008135732,4
87,139,226,Fr,5.719,5.7202272,0.0012693753,4
87,140,227,Fr,5.7335,5.728503,0.0018615405,4
87,141,228,Fr,5.7399,5.738035,0.0021057338,4
88,120,208,Ra,5.585,5.578008,0.0029799032,4
88,121,209,Ra,5.5853,5.5823383,0.0019898452,4
88,122,210,Ra,5.5917,5.588946,0.0019034487,4
88,123,211,Ra,5.5929,5.5923533,0.0013083867,4
88,124,212,Ra,5.5991,5.5992403,0.0026890885,4
88,125,213,Ra,5.602,5.602231,0.0023275441,4
88,126,214,Ra,5.6079,5.6091094,0.0004246738,4
88,132,220,Ra,5.6683,5.6713195,0.0031935296,4
88,133,221,Ra,5.6795,5.680908,0.0023292743,4
88,134,222,Ra,5.6874,5.6883497,0.0014872928,4
88,135,223,Ra,5.6973,5.6983404,0.0010533348,4
88,136,224,Ra,5.7046,5.704447,0.0016146776,4
88,137,225,Ra,5.715,5.714562,0.0018311815,4
88,138,226,Ra,5.7211,5.720494,0.001986466,4
88,139,227,Ra,5.7283,5.727747,0.0013001919,4
88,140,228,Ra,5.737,5.7413344,0.001569599,4
88,141,229,Ra,5.7455,5.750248,0.000817915,4
88,142,230,Ra,5.7551,5.7577925,0.0010834055,4
88,144,232,Ra,5.7714,5.769005,0.0030497003,4
90,137,227,Th,5.7404,5.7426453,0.0010738041,4
90,138,228,Th,5.7488,5.7483463,0.0013634664,4
90,139,229,Th,5.7557,5.755737,0.0017458749,4
90,140,230,Th,5.767,5.767656,0.00014237264,4
90,142,232,Th,5.7848,5.7849402,0.0010329564,4
92,141,233,U,5.8203,5.821622,0.0010524121,4
92,142,234,U,5.8291,5.8270707,0.0010953287,4
92,143,235,U,5.8337,5.2423697,0.05208949,4
92,144,236,U,5.8431,5.842967,0.0010813301,4
92,146,238,U,5.8571,5.8593035,0.0011006652,4
94,144,238,Pu,5.8535,5.8551207,0.0016299562,4
94,145,239,Pu,5.8601,5.289839,0.0490174,4
94,146,240,Pu,5.8701,5.866514,0.0016365469,4
94,147,241,Pu,5.8748,5.276572,0.05003605,4
94,148,242,Pu,5.8823,5.884053,0.0012485316,4
94,150,244,Pu,5.8948,5.8952374,0.0019891863,4
95,146,241,Am,5.8928,5.8927054,0.0014206541,4
95,148,243,Am,5.9048,5.9076385,0.0014368513,4
96,146,242,Cm,5.8285,5.829705,0.0013173805,4
96,148,244,Cm,5.8429,5.8431306,0.0005410937,4
96,149,245,Cm,5.8475,5.235462,0.06482824,4
96,150,246,Cm,5.8562,5.853985,0.002212031,4
96,152,248,Cm,5.8687,5.2328606,0.05514108,4
