z,n,a,symbol,ground_state_spin,ground_state_parity,training_measurement_e2_b2,training_measurement_unc_e2_b2,nuclr_prediction_e2_b2,nuclr_seed_std_e2_b2,nuclr_model_count,nuclr_prediction_kind,interval_kind,interval68_half_width_e2_b2,interval68_lower_e2_b2,interval68_upper_e2_b2,interval95_half_width_e2_b2,interval95_lower_e2_b2,interval95_upper_e2_b2
24,26,50,Cr,0,1,0.02104,0.00064,0.025280004,0.00044872056,4,measured_target_oof_4_models,heldout_test_aggregate,0.006386711416,0.01889329258,0.03166671542,0.01650329989,0.00877670411,0.04178330389
24,28,52,Cr,0,1,0.01244,0.00048,0.008684759,0.00012134693,4,measured_target_oof_4_models,heldout_test_aggregate,0.006041821909,0.002642937091,0.01472658091,0.01567674749,0,0.02436150649
24,30,54,Cr,0,1,0.01706,0.00084,0.012724369,0.00035926336,4,measured_target_oof_4_models,heldout_test_aggregate,0.006172813438,0.006551555562,0.01889718244,0.01521494468,0,0.02793931368
24,32,56,Cr,0,1,0.011,0.0038,0.014527843,0.00037855984,4,measured_target_oof_4_models,heldout_test_aggregate,0.004568047379,0.009959795621,0.01909589038,0.01206292668,0.002464916323,0.02659076968
24,34,58,Cr,0,1,0.0194,0.0026,0.01576538,0.0002992908,4,measured_target_oof_4_models,heldout_test_aggregate,0.006676740154,0.009088639846,0.02244212015,0.01621918664,0,0.03198456664
24,36,60,Cr,0,1,0.0242,0.003,0.01838904,0.00036332966,4,measured_target_oof_4_models,heldout_test_aggregate,0.00664534147,0.01174369853,0.02503438147,0.01791741736,0.0004716226437,0.03630645736
24,38,62,Cr,0,1,0.0346,0.0034,0.02454022,0.00058602024,4,measured_target_oof_4_models,heldout_test_aggregate,0.01045133886,0.01408888114,0.03499155886,0.0234128945,0.001127325502,0.0479531145
24,40,64,Cr,0,1,0.0312,0.008,0.03701158,0.00054524845,4,measured_target_oof_4_models,heldout_test_aggregate,0.01335469004,0.02365688996,0.05036627004,0.03331495605,0.003696623955,0.07032653605
24,42,66,Cr,0,1,,,0.038702283,0.009867058,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01064592309,0.02805635991,0.04934820609,0.0274525137,0.0112497693,0.0661547967
24,44,68,Cr,0,1,,,0.02277974,0.008462328,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01055046167,0.01222927833,0.03333020167,0.02620350108,0,0.04898324108
