observable,z,n,measurement,oof_prediction,residual
be2,26,32,0.0244,0.022021038,-0.002378962000000002
be2,26,34,0.01876,0.018951686,0.00019168599999999994
be2,26,36,0.0204,0.01929847,-0.0011015299999999999
be2,26,38,0.0346,0.029880999,-0.0047190010000000004
be2,26,40,0.0304,0.026540212,-0.0038597879999999994
be2,26,42,0.0356,0.03349889,-0.0021011099999999963
be2,28,26,0.0122,0.01763189,0.00543189
be2,28,28,0.00906,0.013281037,0.004221037
be2,28,30,0.013,0.01022979,-0.0027702099999999986
be2,28,32,0.01832,0.011384143,-0.006935857
be2,28,34,0.01778,0.008144123,-0.009635877000000001
be2,28,36,0.01348,0.011852978,-0.0016270220000000005
be2,28,38,0.012,0.011511828,-0.00048817200000000026
be2,28,40,0.00522,0.011459058,0.006239058
be2,28,42,0.0172,0.013105625,-0.004094375000000001
be2,28,46,0.0128,0.004503483,-0.008296517
be2,30,32,0.02448,0.014309572,-0.010170427999999999
be2,30,34,0.02988,0.02104719,-0.00883281
be2,30,36,0.0274,0.023051664,-0.004348336000000001
be2,30,38,0.02398,0.033146955,0.009166954999999997
be2,30,40,0.0302,0.036880787,0.006680786999999997
be2,30,42,0.0376,0.047446083,0.009846082999999999
be2,30,44,0.039,0.036726836,-0.002273164000000001
be2,30,46,0.0289999999999999,0.021851398,-0.0071486019999999
be2,30,48,0.0154,0.018854313,0.0034543130000000005
be2,30,50,0.0146,0.012187393,-0.0024126070000000006
be2,31,33,0.0010188287999999,0.028865559,0.0278467302000001
be2,32,32,0.0416,0.01996408,-0.02163592
be2,32,34,0.0268,0.028065918,0.0012659179999999978
be2,32,36,0.02484,0.043474685,0.018634684999999998
be2,32,38,0.0358,0.061784856,0.025984856
be2,32,40,0.04174,0.06562936,0.02388936
be2,32,42,0.0612,0.08483634,0.02363634
be2,32,44,0.0547,0.046103906,-0.008596093999999999
be2,32,46,0.0444,0.033376984,-0.011023016000000004
be2,32,48,0.0278,0.022483975,-0.0053160249999999985
be2,32,50,0.0242,0.0143413395,-0.0098586605
be2,34,34,0.0422,0.031870354,-0.010329646000000005
be2,34,36,0.0338,0.056952223,0.023152223000000006
be2,34,38,0.0379,0.08101632,0.04311632
be2,34,40,0.0714,0.07645011,0.0050501099999999965
be2,34,42,0.0864,0.092191584,0.0057915839999999885
be2,34,44,0.0686,0.061926574,-0.006673425999999996
be2,34,46,0.05042,0.040057782,-0.010362218
be2,34,48,0.0366,0.020354973,-0.016245027000000002
be2,34,50,0.021,0.011456686,-0.009543314
be2,34,52,0.0428421556052645,0.0103274025,-0.0325147531052645
be2,35,35,0.0291317172702267,0.034661427,0.0055297097297733015
be2,36,36,0.0932,0.056943186,-0.036256814000000005
be2,36,38,0.1254,0.113901675,-0.011498325000000018
be2,36,40,0.1516,0.10813461,-0.043465390000000007
be2,36,42,0.1268,0.15124428,0.024444280000000013
be2,36,44,0.0762,0.085582204,0.009382203999999991
be2,36,46,0.04502,0.05206146,0.007041459999999999
be2,36,48,0.02536,0.026740856,0.0013808559999999998
be2,36,50,0.02112,0.018597782,-0.0025222179999999997
be2,36,52,0.0179,0.03352521,0.01562521
be2,36,54,0.0308,0.036503207,0.005703207000000002
be2,36,56,0.04146,0.047058225,0.005598225000000005
be2,36,58,0.0494,0.08459869,0.035198690000000005
be2,36,60,0.0872,0.1133968,0.026196800000000006
be2,38,38,0.216,0.10099231,-0.11500769
be2,38,40,0.194,0.12470236,-0.06929764000000001
be2,38,42,0.1818,0.11913862,-0.06266137999999999
be2,38,44,0.101,0.09266288,-0.008337120000000003
be2,38,46,0.0584,0.049189813,-0.009210187000000002
be2,38,48,0.02682,0.025317205,-0.0015027950000000012
be2,38,50,0.01806,0.023866855,0.005806855
be2,38,52,0.0204,0.03180694,0.011406939999999997
be2,38,54,0.019,0.045606744,0.026606743999999998
be2,38,56,0.0198,0.049321406,0.029521405999999997
be2,38,58,0.0462,0.09440017,0.04820017000000001
be2,38,60,0.248,0.12403864,-0.12396135999999999
be2,38,62,0.244,0.20585446,-0.038145540000000006
be2,40,42,0.182,0.11763327,-0.06436673
be2,40,44,0.0874,0.07867277,-0.008727230000000002
be2,40,46,0.0314,0.048054367,0.016654367000000003
be2,40,48,0.0172,0.023608025,0.006408025000000001
be2,40,50,0.01254,0.020528644,0.007988643999999998
be2,40,52,0.016,0.019384587,0.0033845870000000014
be2,40,54,0.01258,0.031160843,0.018580843
be2,40,56,0.00628,0.05501727,0.04873727
be2,40,58,0.0778309880556588,0.06139341,-0.0164375780556588
be2,40,60,0.222,0.0944418,-0.1275582
be2,40,62,0.27,0.13322778,-0.13677222000000003
be2,40,64,0.3916,0.1549412,-0.2366588
be2,40,66,0.31,0.17039748,-0.13960252
be2,42,46,0.0355730775120372,0.06553693,0.029963852487962794
be2,42,50,0.0195,0.02610375,0.0066037499999999985
be2,42,52,0.04144,0.029864714,-0.011575285999999997
be2,42,54,0.0555,0.040945224,-0.014554775999999998
be2,42,56,0.0539,0.04511653,-0.008783470000000002
be2,42,58,0.106,0.078344144,-0.027655855999999993
be2,42,60,0.1952,0.16715464,-0.02804536000000002
be2,42,62,0.256,0.2147226,-0.04127739999999999
be2,42,64,0.258,0.2687134,0.010713399999999984
be2,42,66,0.348,0.2031677,-0.14483229999999997
be2,44,52,0.04758,0.043693956,-0.0038860439999999982
be2,44,54,0.0802,0.05052509,-0.029674909999999992
be2,44,56,0.09854,0.088854864,-0.009685135999999997
be2,44,58,0.1264,0.09533818,-0.031061820000000018
be2,44,60,0.1652,0.1995222,0.0343222
be2,44,62,0.2148,0.20673132,-0.008068679999999995
be2,44,64,0.1788,0.21653874,0.03773874000000002
be2,44,66,0.2142,0.26551986,0.051319859999999995
be2,44,68,0.2214,0.24938764,0.02798763999999998
be2,46,52,0.0104669259798989,0.061472863,0.0510059370201011
be2,46,54,0.0694,0.037996575,-0.031403425000000006
be2,46,56,0.092,0.043911733,-0.048088267
be2,46,58,0.1058,0.10286595,-0.0029340500000000075
be2,46,60,0.132,0.12194665,-0.010053350000000003
be2,46,62,0.1528,0.14404052,-0.008759479999999986
be2,46,64,0.173,0.1565213,-0.016478699999999985
be2,46,66,0.128,0.19350529,0.06550529
be2,46,68,0.166,0.17536265,0.00936265
be2,46,70,0.1139999999999999,0.123507805,0.009507805000000105
be2,48,52,0.056,0.020910613,-0.035089387
be2,48,54,0.0514,0.0452985,-0.006101500000000003
be2,48,56,0.0674,0.04544302,-0.02195698
be2,48,58,0.0814,0.063996546,-0.017403454
be2,48,60,0.0838,0.11540707,0.03160707
be2,48,62,0.0852,0.14039972,0.05519972000000001
be2,48,64,0.1002,0.12235859,0.022158590000000006
be2,48,66,0.1072,0.12250407,0.015304070000000003
be2,48,68,0.1159999999999999,0.11153975,-0.004460249999999902
be2,48,70,0.1156,0.09000456,-0.025595439999999997
be2,48,72,0.0946,0.090866715,-0.003733285000000003
be2,48,74,0.088,0.07790139,-0.010098609999999994
be2,48,76,0.0699999999999999,0.07994175,0.00994175000000011
be2,48,78,0.0526,0.046651203,-0.005948796999999999
be2,50,54,0.0352,0.031104365,-0.004095635000000004
be2,50,56,0.0418,0.02234422,-0.019455779999999995
be2,50,58,0.0448,0.041717827,-0.0030821730000000006
be2,50,60,0.0462,0.06174667,0.015546669999999999
be2,50,62,0.0464,0.0452704,-0.0011295999999999945
be2,50,64,0.043,0.044200256,0.0012002560000000037
be2,50,66,0.04124,0.038702004,-0.0025379960000000007
be2,50,68,0.0414,0.037534963,-0.0038650370000000017
be2,50,70,0.0395,0.02941417,-0.01008583
be2,50,72,0.03774,0.026321422,-0.011418578000000002
be2,50,74,0.03244,0.015946154,-0.016493845999999996
be2,50,76,0.02538,0.02621762,0.0008376200000000007
be2,50,78,0.01542,0.012023188,-0.003396811999999999
be2,50,80,0.0046,0.028847972,0.024247972
be2,50,82,0.0236,0.016516585,-0.007083414999999999
be2,50,84,0.0058,0.017888248,0.012088248
be2,52,56,0.0774,0.04564122,-0.03175877999999999
be2,52,60,0.092,0.11388348,0.021883479999999997
be2,52,62,0.1112,0.12942705,0.018227049999999995
be2,52,66,0.1139999999999999,0.124883786,0.010883786000000104
be2,52,68,0.137,0.121086314,-0.01591368600000001
be2,52,70,0.13,0.089609906,-0.040390094
be2,52,72,0.112,0.08738066,-0.024619340000000003
be2,52,74,0.09476,0.08919847,-0.005561529999999995
be2,52,76,0.076,0.08616835,0.010168350000000007
be2,52,78,0.0592,0.07005493,0.010854929999999999
be2,52,80,0.0414,0.07171398,0.030313979999999997
be2,52,82,0.02068,0.030440733,0.009760733
be2,52,84,0.0244,0.047533132,0.023133131999999997
be2,54,60,0.1942,0.26842287,0.07422286999999997
be2,54,62,0.2422,0.27627957,0.034079569999999976
be2,54,64,0.2766,0.260992,-0.01560800000000001
be2,54,66,0.3478,0.3105936,-0.03720639999999997
be2,54,68,0.2698,0.2747283,0.004928299999999997
be2,54,70,0.2144,0.20169416,-0.012705839999999996
be2,54,72,0.1652,0.21481761,0.04961760999999998
be2,54,74,0.158,0.17734003,0.019340030000000008
be2,54,76,0.1268,0.16189098,0.035090979999999994
be2,54,78,0.0936,0.12765507,0.03405507000000001
be2,54,80,0.0634,0.07411299,0.010712990000000006
be2,54,82,0.0434,0.038412932,-0.004987068000000004
be2,54,84,0.076,0.050114337,-0.025885662999999996
be2,54,86,0.1044,0.086244956,-0.01815504400000001
be2,54,88,0.1379999999999999,0.12796716,-0.010032839999999904
be2,54,90,0.146,0.20771265,0.06171265000000001
be2,56,66,0.4679999999999999,0.4241855,-0.04381449999999992
be2,56,68,0.4192,0.4363009,0.017100899999999974
be2,56,70,0.348,0.29755345,-0.05044654999999998
be2,56,72,0.2882,0.30541727,0.017217270000000007
be2,56,74,0.2276,0.25462306,0.027023060000000015
be2,56,76,0.1694,0.22068532,0.051285319999999995
be2,56,78,0.133,0.11127401,-0.02172599
be2,56,80,0.0826,0.07105618,-0.01154382000000001
be2,56,82,0.046,0.03370208,-0.012297919999999997
be2,56,84,0.0968,0.056939453,-0.039860546999999996
be2,56,86,0.1352,0.12142564,-0.013774359999999986
be2,56,88,0.2024,0.18397146,-0.018428539999999993
be2,56,90,0.27,0.38205332,0.11205331999999996
be2,58,66,0.7000000000000001,0.85794526,0.15794525999999998
be2,58,68,0.73,0.81297463,0.08297463000000005
be2,58,70,0.454,0.602981,0.14898099999999997
be2,58,72,0.351,0.57584375,0.22484375
be2,58,74,0.338,0.33558458,-0.0024154200000000015
be2,58,76,0.2124,0.3255314,0.11313140000000002
be2,58,78,0.162,0.16302678,0.001026780000000005
be2,58,80,0.0934,0.08794295,-0.005457049999999991
be2,58,82,0.06,0.025119502,-0.034880497999999996
be2,58,84,0.09144,0.089991555,-0.0014484449999999927
be2,58,86,0.192,0.15103789,-0.040962109999999996
be2,58,88,0.194,0.29166046,0.09766046
be2,58,90,0.404,0.48003948,0.07603947999999999
be2,58,92,0.6360000000000001,0.53819096,-0.09780904000000012
be2,58,94,1.1800000000000002,0.5759152,-0.6040848000000002
be2,60,70,0.78,0.6729853,-0.10701470000000002
be2,60,72,0.7160000000000001,0.60014546,-0.11585454000000006
be2,60,74,0.3758,0.46150893,0.08570892999999996
be2,60,76,0.332,0.33158496,-0.00041504000000003316
be2,60,80,0.144,0.09121664,-0.05278335999999999
be2,60,82,0.053,0.02376405,-0.02923595
be2,60,84,0.1008,0.06258396,-0.03821604000000001
be2,60,86,0.1496,0.1346187,-0.014981300000000003
be2,60,88,0.2676,0.2867118,0.019111800000000012
be2,60,90,0.5414,0.5183378,-0.023062200000000033
be2,60,92,0.82,0.7333567,-0.08664329999999998
be2,60,94,0.47,1.2149163,0.7449163000000001
be2,62,72,0.828,0.6551908,-0.1728092
be2,62,74,0.542,0.55364573,0.01164572999999991
be2,62,76,0.26,0.40644434,0.14644434
be2,62,78,0.2106,0.25045085,0.03985084999999999
be2,62,80,0.1399999999999999,0.08360391,-0.0563960899999999
be2,62,82,0.0518,0.020632071,-0.031167929
be2,62,84,0.048,0.08609279,0.03809279
be2,62,86,0.1426,0.13856995,-0.004030050000000007
be2,62,88,0.2694,0.32155403,0.05215403000000002
be2,62,90,0.6922200000000001,0.5991851,-0.09303490000000003
be2,62,92,0.869,0.84337217,-0.025627830000000018
be2,62,94,1.4400000000000002,1.0278106,-0.41218940000000015
be2,64,74,0.436,0.42409986,-0.011900140000000003
be2,64,82,0.0026942771278923,0.037001472,0.0343071948721077
be2,64,84,0.0456,0.0684783,0.022878300000000004
be2,64,88,0.331,0.22989133,-0.10110867000000001
be2,64,90,0.7744,0.41284922,-0.36155077999999996
be2,64,92,0.94,0.68274623,-0.25725376999999994
be2,64,94,1.018,0.7609534,-0.2570466
be2,64,96,1.0366,0.9547461,-0.08185389999999992
be2,64,98,1.1,1.2105432,0.11054319999999995
be2,64,100,1.058,0.8859377,-0.1720623
be2,66,86,0.086,0.1725549,0.08655490000000002
be2,66,88,0.484,0.27847517,-0.20552483
be2,66,90,0.7440000000000001,0.5637105,-0.1802895000000001
be2,66,92,0.932,0.91711223,-0.014887770000000078
be2,66,94,1.0098,1.0591619,0.04936190000000007
be2,66,96,1.0454,1.1773162,0.13191619999999982
be2,66,98,1.1232,1.2460551,0.1228551
be2,68,88,0.329,0.23344837,-0.09555163000000003
be2,68,90,0.682,0.5379858,-0.1440142000000001
be2,68,92,0.868,0.7824709,-0.08552910000000002
be2,68,94,1.008,0.8608249,-0.1471751
be2,68,96,1.1,1.0224885,-0.07751150000000018
be2,68,98,1.1496000000000002,1.301863,0.15226299999999982
be2,68,100,1.1446,1.1607137,0.01611370000000001
be2,68,102,1.1676,1.3133761,0.14577609999999996
be2,70,88,0.368,0.28613108,-0.08186892000000001
be2,70,90,0.488,0.6379397,0.1499397
be2,70,92,0.6940000000000001,0.7645305,0.07053049999999994
be2,70,94,0.8660000000000001,0.8725364,0.006536399999999887
be2,70,96,1.04,0.94898677,-0.09101323000000006
be2,70,98,1.15,1.1837068,0.03370680000000004
be2,70,100,1.1442,1.0937359,-0.05046410000000012
be2,70,102,1.218,1.356051,0.13805099999999992
be2,70,104,1.17,1.4435925,0.2735925000000001
be2,70,106,1.0378,1.4312185,0.3934184999999999
be2,71,99,0.9118133459503168,0.23157942,-0.6802339259503168
be2,72,90,0.268,0.5166748,0.24867479999999997
be2,72,92,0.364,0.6183318,0.2543318
be2,72,94,0.6920000000000001,0.6876337,-0.004366300000000045
be2,72,96,0.8786,0.7490186,-0.12958140000000007
be2,72,98,1.022,0.96043,-0.061570000000000014
be2,72,100,1.154,0.89370257,-0.26029742999999994
be2,72,102,1.076,1.0519619,-0.024038100000000062
be2,72,104,1.084,0.8484734,-0.23552660000000003
be2,72,106,0.9472,1.1701506,0.2229505999999999
be2,72,108,0.9294,0.9028611,-0.026538900000000032
be2,74,88,0.1573720923663459,0.4484942,0.2911221076336541
be2,74,90,0.7358523177141455,0.50882435,-0.22702796771414546
be2,74,94,0.6440000000000001,0.7153131,0.07131309999999991
be2,74,96,0.7000000000000001,0.8092125,0.10921249999999993
be2,74,98,1.0726000000000002,0.93271065,-0.13988935000000025
be2,74,100,0.876,0.92247224,0.046472240000000054
be2,74,102,0.9906,0.95860744,-0.03199256000000006
be2,74,104,0.9104,1.1177987,0.20739870000000005
be2,74,106,0.8300000000000001,1.0871792,0.25717919999999994
be2,74,108,0.8246000000000001,0.87943137,0.054831369999999935
be2,74,110,0.7412000000000001,0.89505273,0.15385272999999988
be2,74,112,0.7000000000000001,0.5343391,-0.1656609000000001
be2,74,114,0.542,0.2175888,-0.3244112
be2,76,96,0.656,0.63798285,-0.018017150000000037
be2,76,98,0.91,0.76327837,-0.14672163000000005
be2,76,100,0.6400000000000001,0.7442161,0.10421609999999992
be2,76,102,0.8240000000000001,0.81137407,-0.012625930000000118
be2,76,104,0.8140000000000001,0.9934031,0.17940309999999993
be2,76,106,0.7792,0.7222154,-0.05698460000000005
be2,76,108,0.6428,0.7893666,0.1465666
be2,76,110,0.6128,0.6537473,0.04094730000000002
be2,76,112,0.5,0.574221,0.07422099999999998
be2,76,114,0.4708,0.17254291,-0.29825709
be2,76,116,0.4059999999999999,0.47990668,0.07390668000000006
be2,76,118,0.3001934868457423,0.40312636,0.1029328731542577
be2,78,98,0.51,0.74006367,0.23006366999999994
be2,78,100,0.8480000000000001,0.6951348,-0.15286520000000003
be2,78,102,0.932,0.8150686,-0.11693140000000002
be2,78,104,0.6920000000000001,0.69942886,0.007428859999999982
be2,78,106,0.758,0.7319757,-0.0260243
be2,78,108,0.6080000000000001,0.6218979,0.013897899999999908
be2,78,110,0.52,0.61925703,0.09925702999999997
be2,78,112,0.3708,0.5399677,0.16916770000000003
be2,78,114,0.388,0.5128476,0.12484759999999995
be2,78,116,0.3262,0.4285902,0.10239019999999999
be2,78,118,0.2802,0.4882806,0.2080806
be2,78,120,0.2144,0.44359583,0.22919583000000002
be2,80,100,0.29,0.2605967,-0.029403299999999966
be2,80,102,0.3354,0.24988759,-0.08551240999999998
be2,80,104,0.3246,0.37766808,0.05306808000000002
be2,80,106,0.294,0.31193995,0.017939950000000038
be2,80,108,0.344,0.24661489,-0.09738510999999997
be2,80,110,0.291969235948371,0.24769846,-0.04427077594837098
be2,80,114,0.2047986676925397,0.26397252,0.05917385230746028
be2,80,116,0.2286,0.11305994,-0.11554006
be2,80,118,0.19224,0.15563056,-0.03660943999999999
be2,80,120,0.171,0.16370407,-0.007295930000000006
be2,80,122,0.123,0.075088456,-0.047911544
be2,80,124,0.0848,0.015004252,-0.069795748
be2,80,126,1.951221186651492e-06,0.11235489,0.11235293877881335
be2,82,104,0.038,0.021187097,-0.016812903
be2,82,106,0.051,0.008254577,-0.042745423
be2,82,114,4.395833456588733e-07,0.13106982,0.13106938041665434
be2,82,122,0.03174,0.009380703,-0.022359296999999997
be2,82,124,0.01978,0.014756527,-0.005023472999999999
be2,82,126,0.0574,6.233489e-05,-0.05733766511
be2,82,128,0.0102,0.00030579447,-0.00989420553
be2,84,110,0.5980000000000001,0.15983866,-0.43816134000000007
be2,84,112,0.318,0.13830224,-0.17969776
be2,84,116,0.2112029708382104,0.17001092,-0.0411920508382104
be2,84,118,0.232328351455666,0.26811352,0.035785168544334
be2,84,126,0.004,0.0014924696,-0.0025075304
be2,84,128,0.019297485186351,0.01037328,-0.008924205186351
be2,86,116,0.2,0.2177618,0.017761799999999994
be2,86,118,0.302,0.26629114,-0.03570886000000001
be2,86,128,0.0002433071030278,0.110106476,0.10986316889697219
be2,86,132,0.1792488064189652,0.32659414,0.14734533358103477
be2,86,134,0.3744,0.2012591,-0.17314090000000001
be2,86,136,0.472,0.16532122,-0.30667878
be2,88,130,0.2,0.09085663,-0.10914337000000002
be2,88,134,0.902,0.7579967,-0.14400330000000006
be2,88,136,0.798,1.105259,0.30725899999999995
be2,88,138,1.032,0.9383047,-0.09369530000000004
be2,88,140,1.1960000000000002,0.96484804,-0.23115196000000016
be2,90,132,0.596,0.28210095,-0.31389904999999996
be2,90,134,0.792,1.028155,0.2361549999999999
be2,90,136,1.364,1.3909386,0.026938599999999813
be2,90,138,1.41,1.7783718,0.3683718
be2,90,140,1.628,1.9170926,0.28909260000000003
be2,90,142,1.804,1.7556657,-0.04833430000000005
be2,90,144,1.584,1.514162,-0.06983800000000007
be2,92,138,1.9,1.7799058,-0.12009419999999982
be2,92,140,1.982,1.9842575,0.0022575000000000234
be2,92,142,2.044,2.8565965,0.8125965000000002
be2,92,144,2.192,2.2335846,0.04158459999999975
be2,92,146,2.438,1.7366325,-0.7013675000000001
be2,94,144,2.452,2.679645,0.22764499999999988
be2,94,146,2.6260000000000003,3.8518946,1.2258945999999997
be2,94,148,2.802,2.063012,-0.738988
be2,94,150,2.722,1.9243085,-0.7976915
be2,96,144,2.8520000000000003,3.182361,0.3303609999999999
be2,96,148,2.9160000000000004,3.3583674,0.44236739999999974
be2,96,150,2.988,2.6696548,-0.3183452
be2,96,152,2.886,2.0529032,-0.8330968000000003
be2,98,152,3.2,3.626037,0.426037
be2,98,154,3.34,0.97004354,-2.36995646
