observable,z,n,measurement,oof_prediction,residual
charge_radius,62,89,5.055,5.0595818,0.004581800000000413
charge_radius,62,90,5.0819,5.0753183,-0.006581699999999913
charge_radius,62,91,5.0925,5.088117,-0.004383000000000692
charge_radius,62,92,5.1053,5.099263,-0.00603700000000007
charge_radius,63,74,4.9762,4.9578104,-0.018389600000000783
charge_radius,63,75,4.9779,4.962316,-0.015583999999999598
charge_radius,63,76,4.976,4.963405,-0.012595000000000134
charge_radius,63,77,4.9695,4.9683986,-0.001101399999999586
charge_radius,63,78,4.9697,4.9724665,0.0027665000000007822
charge_radius,63,79,4.9607,4.963814,0.003114000000000061
charge_radius,63,80,4.9636,4.978217,0.014617000000000324
charge_radius,63,81,4.9612,4.9731326,0.011932599999999738
charge_radius,63,82,4.9663,4.9704723,0.004172299999999574
charge_radius,63,83,4.9789,4.989623,0.010722999999999594
charge_radius,63,84,4.9938,5.006603,0.012802999999999898
charge_radius,63,85,5.0045,5.0210943,0.016594299999999507
charge_radius,63,86,5.0202,5.0323052,0.012105199999999705
charge_radius,63,87,5.0296,5.0488605,0.01926049999999968
charge_radius,63,88,5.0522,5.066979,0.014778999999999876
charge_radius,63,89,5.1064,5.078645,-0.027754999999999974
charge_radius,63,90,5.1115,5.095101,-0.01639900000000072
charge_radius,63,91,5.1239,5.1108556,-0.013044400000000067
charge_radius,63,92,5.1221,5.1219354,-0.00016459999999973718
charge_radius,63,93,5.1264,5.1296244,0.003224399999999683
charge_radius,63,94,5.1351,5.1366377,0.001537699999999198
charge_radius,63,95,5.1413,5.146243,0.00494299999999992
charge_radius,63,96,5.1498,5.1539106,0.004110599999999742
charge_radius,64,81,4.9786,4.9794264,0.000826400000000227
charge_radius,64,82,4.9801,4.9815426,0.0014425999999998496
charge_radius,64,84,5.008,5.0196447,0.01164469999999973
charge_radius,64,86,5.0342,5.049358,0.01515799999999956
charge_radius,64,88,5.0774,5.073406,-0.003993999999999609
charge_radius,64,90,5.1223,5.10308,-0.019219999999999793
charge_radius,64,91,5.1319,5.1142826,-0.017617399999999783
charge_radius,64,92,5.142,5.128604,-0.013396000000000186
charge_radius,64,93,5.1449,5.1356554,-0.009244599999999714
charge_radius,64,94,5.1569,5.14268,-0.0142199999999999
charge_radius,64,96,5.1734,5.1600227,-0.013377300000000147
charge_radius,65,82,4.9201,4.9193563,-0.0007437000000001248
charge_radius,65,83,4.9291,4.9326425,0.003542500000000004
charge_radius,65,84,4.9427,4.9575524,0.014852399999999655
charge_radius,65,85,4.9499,4.9659486,0.016048599999999524
charge_radius,65,86,4.963,4.9862676,0.02326759999999961
charge_radius,65,87,4.9689,4.995387,0.02648700000000037
charge_radius,65,88,4.995,5.0144186,0.01941859999999984
charge_radius,65,89,5.0333,5.0307484,-0.002551599999999432
charge_radius,65,90,5.0391,5.047213,0.008112999999999815
charge_radius,65,92,5.0489,5.075367,0.02646700000000024
charge_radius,65,94,5.06,5.0923963,0.03239630000000027
charge_radius,66,80,5.0438,5.026883,-0.016917000000000293
charge_radius,66,82,5.0455,5.0259037,-0.0195962999999999
charge_radius,66,83,5.0567,5.0330696,-0.02363040000000005
charge_radius,66,84,5.0706,5.0580974,-0.012502599999999475
charge_radius,66,85,5.0801,5.0748634,-0.005236599999999925
charge_radius,66,86,5.095,5.088892,-0.006107999999999336
charge_radius,66,87,5.1035,5.1025877,-0.0009123000000004211
charge_radius,66,88,5.1241,5.1217203,-0.0023797000000005397
charge_radius,66,89,5.1457,5.1406603,-0.005039699999999314
charge_radius,66,90,5.1622,5.152496,-0.009704000000000157
charge_radius,66,91,5.1709,5.1646338,-0.0062661999999997775
charge_radius,66,92,5.1815,5.177344,-0.0041560000000000485
charge_radius,66,93,5.1825,5.1807804,-0.0017196000000003764
charge_radius,66,94,5.1951,5.193619,-0.0014810000000000656
charge_radius,66,95,5.1962,5.2025495,0.006349499999999786
charge_radius,66,96,5.2074,5.2103705,0.002970499999999987
charge_radius,66,97,5.2099,5.2279215,0.01802149999999969
charge_radius,66,98,5.2218,5.238149,0.016348999999999947
charge_radius,67,84,5.0398,5.048623,0.00882300000000047
charge_radius,67,85,5.0614,5.064542,0.0031420000000004222
charge_radius,67,86,5.076,5.0775824,0.0015824000000002059
charge_radius,67,87,5.0856,5.092173,0.006572999999999496
charge_radius,67,88,5.1076,5.1097865,0.0021865000000005352
charge_radius,67,89,5.1156,5.1257706,0.010170600000000363
charge_radius,67,90,5.1535,5.1373158,-0.016184200000000537
charge_radius,67,91,5.1571,5.1529975,-0.00410250000000012
charge_radius,67,92,5.1675,5.1652985,-0.0022015000000008556
charge_radius,67,93,5.1662,5.1705413,0.004341300000000103
charge_radius,67,94,5.1785,5.178077,-0.0004229999999996181
charge_radius,67,95,5.1817,5.1854563,0.0037563000000000457
charge_radius,67,96,5.1907,5.192148,0.001448000000000782
charge_radius,67,98,5.2022,5.22338,0.02117999999999931
charge_radius,68,82,5.0548,5.0448513,-0.00994869999999981
charge_radius,68,84,5.0843,5.0834227,-0.0008772999999999698
charge_radius,68,86,5.1129,5.1142855,0.0013855000000004836
charge_radius,68,88,5.1429,5.1457496,0.0028496000000002297
charge_radius,68,90,5.1761,5.174293,-0.0018070000000003361
charge_radius,68,92,5.2045,5.197919,-0.006581000000000614
charge_radius,68,94,5.2246,5.214298,-0.010301999999999367
charge_radius,68,96,5.2389,5.2314515,-0.007448499999999747
charge_radius,68,98,5.2516,5.2578907,0.0062907000000000934
charge_radius,68,99,5.256,5.2626534,0.006653399999999365
charge_radius,68,100,5.2644,5.2719173,0.007517299999999949
charge_radius,68,102,5.2789,5.2817774,0.00287740000000003
charge_radius,69,84,5.0643,5.0442686,-0.020031400000000588
charge_radius,69,85,5.0755,5.059206,-0.016294000000000253
charge_radius,69,87,5.0976,5.092551,-0.005048999999999637
charge_radius,69,88,5.114,5.110211,-0.0037890000000002644
charge_radius,69,89,5.1235,5.1297445,0.006244500000000208
charge_radius,69,90,5.1392,5.1432276,0.004027600000000575
charge_radius,69,91,5.1504,5.1534805,0.0030804999999993754
charge_radius,69,92,5.1616,5.1668067,0.005206700000000453
charge_radius,69,93,5.1713,5.171376,7.600000000085316e-05
charge_radius,69,94,5.1849,5.178923,-0.005976999999999677
charge_radius,69,95,5.1906,5.1858377,-0.004762299999999442
charge_radius,69,96,5.2004,5.1910963,-0.009303700000000248
charge_radius,69,97,5.2046,5.213406,0.00880599999999987
charge_radius,69,98,5.2129,5.219548,0.006647999999999321
charge_radius,69,99,5.217,5.2339487,0.016948700000000372
charge_radius,69,100,5.2256,5.2437477,0.0181477000000001
charge_radius,69,101,5.2303,5.2536416,0.023341600000000184
charge_radius,69,102,5.2388,5.2481165,0.009316499999999728
charge_radius,69,103,5.2411,5.2644095,0.023309499999999872
charge_radius,70,82,5.0423,5.0545316,0.012231599999999787
charge_radius,70,84,5.0875,5.0903654,0.0028653999999992408
charge_radius,70,85,5.104,5.1036773,-0.00032269999999989807
charge_radius,70,86,5.1219,5.1194363,-0.0024636999999998466
charge_radius,70,87,5.1324,5.133296,0.0008960000000000079
charge_radius,70,88,5.1498,5.153001,0.0032009999999997873
charge_radius,70,89,5.1629,5.1727095,0.009809500000000249
charge_radius,70,90,5.1781,5.1843166,0.006216600000000128
charge_radius,70,91,5.1889,5.1991234,0.010223400000000105
charge_radius,70,92,5.2054,5.2072353,0.0018352999999997621
charge_radius,70,93,5.2157,5.2174506,0.0017506000000002686
charge_radius,70,94,5.2307,5.222559,-0.008140999999999288
charge_radius,70,95,5.2399,5.234495,-0.00540499999999966
charge_radius,70,96,5.2525,5.2399917,-0.01250830000000036
charge_radius,70,97,5.2621,5.254294,-0.007806000000000424
charge_radius,70,98,5.2702,5.2623744,-0.007825600000000321
charge_radius,70,99,5.2771,5.276406,-0.0006940000000001945
charge_radius,70,100,5.2853,5.280619,-0.004681000000000601
charge_radius,70,101,5.2906,5.2977123,0.007112299999999294
charge_radius,70,102,5.2995,5.2913156,-0.008184400000000203
charge_radius,70,103,5.3046,5.3072486,0.002648600000000556
charge_radius,70,104,5.3108,5.312004,0.0012039999999995388
charge_radius,70,105,5.3135,5.323872,0.010371999999999382
charge_radius,70,106,5.3215,5.317606,-0.00389400000000073
charge_radius,71,90,5.2293,5.2373614,0.008061399999999885
charge_radius,71,91,5.2398,5.250561,0.010761000000000465
charge_radius,71,92,5.2567,5.2620535,0.005353500000000011
charge_radius,71,93,5.2677,5.269833,0.0021330000000006066
charge_radius,71,94,5.283,5.2765384,-0.006461600000000622
charge_radius,71,95,5.2972,5.2847304,-0.012469600000000192
charge_radius,71,96,5.3108,5.2924886,-0.018311399999999978
charge_radius,71,97,5.3227,5.3097134,-0.012986600000000514
charge_radius,71,98,5.329,5.316333,-0.01266699999999954
charge_radius,71,99,5.3364,5.327341,-0.009059000000000594
charge_radius,71,100,5.3436,5.33568,-0.007920000000000371
charge_radius,71,101,5.3486,5.349208,0.0006079999999997199
charge_radius,71,102,5.3577,5.346606,-0.011093999999999937
charge_radius,71,103,5.3634,5.3618393,-0.0015607000000006366
charge_radius,71,104,5.37,5.364304,-0.0056960000000003674
charge_radius,71,105,5.3739,5.3729343,-0.0009657000000000693
charge_radius,71,106,5.3815,5.375586,-0.005913999999999753
charge_radius,71,107,5.3857,5.379758,-0.005942000000000114
charge_radius,71,108,5.3917,5.376318,-0.015381999999999785
charge_radius,72,98,5.2898,5.2816997,-0.008100299999999727
charge_radius,72,99,5.3041,5.2933855,-0.010714499999999738
charge_radius,72,100,5.3065,5.299637,-0.0068630000000000635
charge_radius,72,101,5.314,5.3078756,-0.00612440000000003
charge_radius,72,102,5.3201,5.3134403,-0.006659700000000157
charge_radius,72,103,5.3191,5.3286796,0.009579600000000354
charge_radius,72,104,5.3286,5.333763,0.005163000000000473
charge_radius,72,105,5.3309,5.343911,0.01301100000000055
charge_radius,72,106,5.3371,5.34135,0.004249999999999865
charge_radius,72,107,5.3408,5.3485637,0.007763699999999929
charge_radius,72,108,5.347,5.346268,-0.000732000000000177
charge_radius,72,110,5.3516,5.341898,-0.009702000000000766
charge_radius,73,108,5.3507,5.365033,0.014333000000000595
charge_radius,74,106,5.3491,5.366724,0.01762399999999964
charge_radius,74,108,5.3559,5.373641,0.017741000000000007
charge_radius,74,109,5.3611,5.3646827,0.0035826999999999387
charge_radius,74,110,5.3658,5.3717723,0.005972299999999819
charge_radius,74,112,5.3743,5.376857,0.0025570000000003645
charge_radius,75,110,5.3596,5.3785524,0.01895239999999987
charge_radius,75,112,5.3698,5.382653,0.01285300000000067
charge_radius,76,108,5.3823,5.3965764,0.014276399999999967
charge_radius,76,110,5.3909,5.394782,0.003881999999999941
charge_radius,76,111,5.3933,5.391329,-0.001971000000000167
charge_radius,76,112,5.3993,5.399244,-5.599999999983396e-05
charge_radius,76,113,5.4016,5.403434,0.0018339999999996692
charge_radius,76,114,5.4062,5.404755,-0.0014450000000003627
charge_radius,76,116,5.4126,5.4145865,0.001986500000000113
charge_radius,77,105,5.3705,5.3854065,0.014906500000000378
charge_radius,77,106,5.378,5.3803477,0.0023476999999996195
charge_radius,77,107,5.3805,5.391855,0.011355000000000004
charge_radius,77,108,5.3854,5.3915324,0.00613240000000026
charge_radius,77,109,5.39,5.3782663,-0.011733699999999736
charge_radius,77,110,5.3812,5.389475,0.008275000000000254
charge_radius,77,111,5.3838,5.390338,0.006537999999999933
charge_radius,77,112,5.3898,5.3969975,0.00719750000000019
charge_radius,77,114,5.3968,5.403603,0.006803000000000559
charge_radius,77,116,5.4032,5.405938,0.002737999999999907
charge_radius,78,100,5.3728,5.3547573,-0.018042699999999634
charge_radius,78,101,5.3915,5.3701077,-0.021392299999999587
charge_radius,78,102,5.3891,5.3656597,-0.02344029999999986
charge_radius,78,103,5.3996,5.388993,-0.010607000000000255
charge_radius,78,104,5.3969,5.3910303,-0.005869699999999867
charge_radius,78,105,5.4038,5.404872,0.0010719999999997398
charge_radius,78,106,5.4015,5.399235,-0.0022650000000004056
charge_radius,78,107,5.4148,5.413078,-0.0017220000000000013
charge_radius,78,108,5.4037,5.411783,0.008083000000000062
charge_radius,78,109,5.4063,5.405473,-0.0008270000000001332
charge_radius,78,110,5.4053,5.41353,0.008229999999999293
charge_radius,78,111,5.406,5.4111414,0.005141400000000296
charge_radius,78,112,5.4108,5.4145737,0.003773699999999991
charge_radius,78,113,5.4102,5.4271674,0.01696740000000041
charge_radius,78,114,5.4169,5.4256024,0.008702399999999777
charge_radius,78,115,5.4191,5.4293704,0.010270399999999569
charge_radius,78,116,5.4236,5.4337215,0.01012149999999945
charge_radius,78,117,5.427,5.438439,0.011439000000000199
charge_radius,78,118,5.4307,5.4317884,0.0010884000000004335
charge_radius,78,120,5.4383,5.448317,0.010017000000000387
charge_radius,79,104,5.4247,5.3914714,-0.033228599999999275
charge_radius,79,105,5.4306,5.402314,-0.028286000000000477
charge_radius,79,106,5.4296,5.399852,-0.029747999999999664
charge_radius,79,107,5.4354,5.410437,-0.024962999999999624
charge_radius,79,108,5.4018,5.415038,0.013238000000000305
charge_radius,79,109,5.4049,5.4081926,0.003292599999999979
charge_radius,79,110,5.4084,5.414507,0.006107000000000085
charge_radius,79,111,5.4109,5.4144745,0.003574500000000036
charge_radius,79,112,5.4147,5.421454,0.006753999999999927
charge_radius,79,113,5.4179,5.4240303,0.0061302999999997
charge_radius,79,114,5.4221,5.430958,0.008858000000000033
charge_radius,79,115,5.4252,5.4364734,0.011273399999999434
charge_radius,79,116,5.4298,5.433911,0.004110999999999976
charge_radius,79,117,5.4332,5.4428525,0.00965249999999962
charge_radius,79,118,5.4371,5.4350395,-0.0020604999999997986
charge_radius,79,119,5.44,5.439382,-0.0006180000000002295
charge_radius,79,120,5.4454,5.4506607,0.005260700000000007
charge_radius,80,101,5.4364,5.3761396,-0.06026039999999977
charge_radius,80,102,5.3833,5.3779345,-0.005365499999999912
charge_radius,80,103,5.4405,5.3910203,-0.049479700000000015
charge_radius,80,104,5.3949,5.401211,0.006311000000000178
charge_radius,80,105,5.4397,5.4128637,-0.026836300000000257
charge_radius,80,106,5.4017,5.411109,0.009408999999999779
charge_radius,80,107,5.4046,5.42625,0.02164999999999928
charge_radius,80,108,5.4085,5.422468,0.013968000000000202
charge_radius,80,109,5.41,5.416928,0.006928000000000267
charge_radius,80,110,5.4158,5.424638,0.008837999999999901
charge_radius,80,111,5.4171,5.4283295,0.01122950000000067
charge_radius,80,112,5.4232,5.430071,0.0068710000000002935
charge_radius,80,113,5.4238,5.4390736,0.015273600000000442
charge_radius,80,114,5.4309,5.4401107,0.009210699999999683
charge_radius,80,115,5.4345,5.4459724,0.011472399999999716
charge_radius,80,116,5.4385,5.4480886,0.009588599999999836
charge_radius,80,117,5.4412,5.4543004,0.013100399999999901
charge_radius,80,118,5.4463,5.4458833,-0.0004166999999997145
charge_radius,80,119,5.4474,5.4561915,0.008791500000000063
charge_radius,80,120,5.4551,5.4647675,0.00966749999999994
charge_radius,80,121,5.4581,5.4599543,0.0018542999999997534
charge_radius,80,122,5.4648,5.4626184,-0.0021816000000001168
charge_radius,80,123,5.4679,5.47206,0.0041599999999997195
charge_radius,80,124,5.4744,5.470089,-0.004311000000000398
charge_radius,80,125,5.4776,5.4689193,-0.008680700000000208
charge_radius,80,126,5.4837,5.480466,-0.003233999999999959
charge_radius,81,107,5.4017,5.415224,0.013524000000000314
charge_radius,81,109,5.4121,5.404974,-0.007125999999999522
charge_radius,81,110,5.4169,5.415965,-0.0009350000000001302
charge_radius,81,111,5.4191,5.414896,-0.004204000000000541
charge_radius,81,112,5.4243,5.423318,-0.0009819999999995943
charge_radius,81,113,5.4259,5.424138,-0.0017620000000002634
charge_radius,81,114,5.4325,5.434911,0.002410999999999497
charge_radius,81,115,5.4327,5.4403505,0.007650500000000449
charge_radius,81,116,5.4388,5.4423933,0.0035933000000003545
charge_radius,81,117,5.4396,5.4502106,0.010610599999999692
charge_radius,81,118,5.4479,5.4452376,-0.0026624000000001757
charge_radius,81,119,5.4491,5.45101,0.0019100000000005224
charge_radius,81,120,5.4573,5.460821,0.0035210000000001074
charge_radius,81,121,5.4595,5.45316,-0.006340000000000678
charge_radius,81,122,5.4666,5.4630604,-0.003539599999999865
charge_radius,81,123,5.4704,5.4736996,0.003299600000000069
charge_radius,81,124,5.4759,5.47086,-0.0050400000000001555
charge_radius,81,126,5.4853,5.476166,-0.009133999999999531
charge_radius,81,127,5.4946,5.476608,-0.017992000000000452
charge_radius,82,100,5.3788,5.3686323,-0.010167700000000224
charge_radius,82,101,5.3869,5.384989,-0.001910999999999774
charge_radius,82,102,5.393,5.379712,-0.013288000000000189
charge_radius,82,103,5.3984,5.4024467,0.004046699999999959
charge_radius,82,104,5.4027,5.406088,0.0033879999999992805
charge_radius,82,105,5.4079,5.4142685,0.006368500000000665
charge_radius,82,106,5.4139,5.4112005,-0.002699500000000299
charge_radius,82,107,5.4177,5.425392,0.007692000000000476
charge_radius,82,108,5.4222,5.42415,0.0019499999999998963
charge_radius,82,109,5.4229,5.416395,-0.006505000000000649
charge_radius,82,110,5.43,5.4290733,-0.000926699999999947
charge_radius,82,111,5.431,5.427898,-0.00310200000000016
charge_radius,82,112,5.4372,5.435554,-0.0016460000000000363
charge_radius,82,113,5.4389,5.4445987,0.0056986999999999455
charge_radius,82,114,5.4444,5.4490128,0.0046128000000003055
charge_radius,82,115,5.4446,5.457407,0.012806999999999569
charge_radius,82,116,5.4524,5.4578495,0.005449500000000107
charge_radius,82,117,5.4529,5.4635644,0.010664400000000462
charge_radius,82,118,5.4611,5.4577503,-0.003349700000000233
charge_radius,82,119,5.4629,5.462114,-0.0007860000000006195
charge_radius,82,120,5.4705,5.4753203,0.0048202999999995555
charge_radius,82,121,5.4727,5.471529,-0.001170999999999367
charge_radius,82,122,5.4803,5.477399,-0.0029009999999995983
charge_radius,82,123,5.4828,5.4852314,0.0024313999999998614
charge_radius,82,124,5.4902,5.4826055,-0.0075944999999997265
charge_radius,82,125,5.4943,5.4838905,-0.010409499999999738
charge_radius,82,126,5.5012,5.494741,-0.0064589999999995484
charge_radius,82,127,5.51,5.497384,-0.012615999999999516
charge_radius,82,128,5.5208,5.53756,0.016759999999999664
charge_radius,82,129,5.529,5.531217,0.0022169999999999135
charge_radius,82,130,5.5396,5.547179,0.00757899999999978
charge_radius,82,132,5.5577,5.574338,0.016638000000000375
charge_radius,83,119,5.484,5.4884405,0.0044405000000002914
charge_radius,83,120,5.4911,5.49577,0.004669999999999952
charge_radius,83,121,5.4934,5.4922323,-0.0011676999999998827
charge_radius,83,122,5.5008,5.500263,-0.0005369999999995656
charge_radius,83,123,5.5034,5.5097513,0.0063512999999995046
charge_radius,83,124,5.5103,5.5075316,-0.002768399999999893
charge_radius,83,125,5.5147,5.510699,-0.004001000000000587
charge_radius,83,126,5.5211,5.519712,-0.0013879999999995007
charge_radius,83,127,5.53,5.521409,-0.008591000000000015
charge_radius,83,129,5.5489,5.5573993,0.008499300000000432
charge_radius,83,130,5.5586,5.5691543,0.010554299999999905
charge_radius,84,108,5.522,5.4857907,-0.03620930000000033
charge_radius,84,110,5.5167,5.4871564,-0.029543600000000225
charge_radius,84,112,5.5136,5.498164,-0.015436000000000227
charge_radius,84,114,5.5146,5.5187984,0.0041983999999999355
charge_radius,84,116,5.5199,5.5285554,0.008655400000000313
charge_radius,84,118,5.5281,5.530895,0.002794999999999881
charge_radius,84,120,5.5378,5.5495358,0.011735800000000296
charge_radius,84,121,5.5389,5.5437956,0.004895600000000222
charge_radius,84,122,5.548,5.554667,0.0066670000000002005
charge_radius,84,123,5.5501,5.5615826,0.011482600000000787
charge_radius,84,124,5.5584,5.561386,0.002985999999999933
charge_radius,84,125,5.5628,5.562405,-0.00039500000000014523
charge_radius,84,126,5.5704,5.572055,0.001654999999999518
charge_radius,84,132,5.6359,5.6478834,0.011983400000000088
charge_radius,84,134,5.6558,5.660137,0.004336999999999591
charge_radius,86,116,5.5521,5.536436,-0.015664000000000122
charge_radius,86,118,5.5568,5.54279,-0.014009999999999856
charge_radius,86,119,5.5569,5.54824,-0.00865999999999989
charge_radius,86,120,5.564,5.563302,-0.0006979999999998654
charge_radius,86,121,5.5652,5.556058,-0.009141999999999761
charge_radius,86,122,5.5725,5.566408,-0.006091999999999764
charge_radius,86,123,5.5743,5.575247,0.0009470000000000312
charge_radius,86,124,5.5813,5.5766115,-0.004688499999999429
charge_radius,86,125,5.585,5.5768795,-0.008120499999999531
charge_radius,86,126,5.5915,5.591651,0.0001509999999997902
charge_radius,86,132,5.654,5.6655083,0.011508300000000027
charge_radius,86,133,5.6648,5.677231,0.012431000000000303
charge_radius,86,134,5.6731,5.680939,0.007839000000000595
charge_radius,86,135,5.6834,5.699432,0.016032000000000046
charge_radius,86,136,5.6915,5.704577,0.013077000000000005
charge_radius,87,120,5.572,5.5687323,-0.0032677000000003176
charge_radius,87,121,5.5729,5.561595,-0.01130500000000012
charge_radius,87,122,5.5799,5.569878,-0.010022000000000197
charge_radius,87,123,5.5818,5.580389,-0.001411000000000051
charge_radius,87,124,5.5882,5.5824485,-0.005751499999999687
charge_radius,87,125,5.5915,5.58301,-0.008490000000000109
charge_radius,87,126,5.5977,5.5929365,-0.0047634999999992544
charge_radius,87,133,5.6688,5.681194,0.012393999999999572
charge_radius,87,134,5.679,5.68515,0.006149999999999878
charge_radius,87,135,5.689,5.7072315,0.018231499999999734
charge_radius,87,136,5.6951,5.711464,0.016364000000000267
charge_radius,87,137,5.7061,5.7093306,0.0032306000000001944
charge_radius,87,138,5.7112,5.7194433,0.008243300000000175
charge_radius,87,139,5.719,5.716563,-0.0024370000000004666
charge_radius,87,140,5.7335,5.726083,-0.007417000000000229
charge_radius,87,141,5.7399,5.7376842,-0.002215799999999213
charge_radius,88,120,5.585,5.57664,-0.008359999999999701
charge_radius,88,121,5.5853,5.567255,-0.018044999999999867
charge_radius,88,122,5.5917,5.575143,-0.0165570000000006
charge_radius,88,123,5.5929,5.587588,-0.005311999999999983
charge_radius,88,124,5.5991,5.5896144,-0.00948559999999965
charge_radius,88,125,5.602,5.5919943,-0.010005700000000672
charge_radius,88,126,5.6079,5.6019034,-0.0059965999999995745
charge_radius,88,132,5.6683,5.6838517,0.015551699999999613
charge_radius,88,133,5.6795,5.693296,0.013796000000000141
charge_radius,88,134,5.6874,5.6973114,0.009911400000000015
charge_radius,88,135,5.6973,5.7152014,0.017901399999999512
charge_radius,88,136,5.7046,5.7210407,0.01644069999999953
charge_radius,88,137,5.715,5.721076,0.006076000000000192
charge_radius,88,138,5.7211,5.730667,0.009567000000000547
charge_radius,88,139,5.7283,5.728356,5.599999999983396e-05
charge_radius,88,140,5.737,5.740658,0.003657999999999717
charge_radius,88,141,5.7455,5.7501307,0.004630699999999877
charge_radius,88,142,5.7551,5.76856,0.01346000000000025
charge_radius,88,144,5.7714,5.7626,-0.008799999999999919
charge_radius,90,137,5.7404,5.744339,0.003938999999999915
charge_radius,90,138,5.7488,5.7542486,0.005448600000000248
charge_radius,90,139,5.7557,5.7531166,-0.0025833999999997914
charge_radius,90,140,5.767,5.7613926,-0.005607400000000595
charge_radius,90,142,5.7848,5.7906585,0.005858500000000433
charge_radius,92,141,5.8203,5.820719,0.00041900000000083537
charge_radius,92,142,5.8291,5.8398314,0.01073139999999917
charge_radius,92,143,5.8337,5.8185177,-0.015182300000000204
charge_radius,92,144,5.8431,5.8343115,-0.008788499999999644
charge_radius,92,146,5.8571,5.847662,-0.00943800000000028
charge_radius,94,144,5.8535,5.843711,-0.009789000000000492
charge_radius,94,145,5.8601,5.8592014,-0.0008986000000001937
charge_radius,94,146,5.8701,5.8581038,-0.011996199999999568
charge_radius,94,147,5.8748,5.847334,-0.027465999999999546
charge_radius,94,148,5.8823,5.872074,-0.01022600000000029
charge_radius,94,150,5.8948,5.862652,-0.03214800000000029
charge_radius,95,146,5.8928,5.8681946,-0.024605400000000444
charge_radius,95,148,5.9048,5.880816,-0.02398399999999956
charge_radius,96,146,5.8285,5.85279,0.0242899999999997
charge_radius,96,148,5.8429,5.8653727,0.02247269999999979
charge_radius,96,149,5.8475,5.8481026,0.0006025999999996756
charge_radius,96,150,5.8562,5.8597646,0.003564599999999807
charge_radius,96,152,5.8687,5.8800087,0.011308700000000727
be2,12,12,0.008744,0.008007434,-0.0007365659999999993
be2,12,14,0.006272,0.006903238,0.0006312380000000001
be2,12,16,0.00732,0.012145991,0.004825991
be2,12,18,0.00546,0.006564491,0.0011044910000000008
be2,12,20,0.00868,0.003039483,-0.005640517
be2,12,22,0.01146,0.0059841117,-0.0054758883
be2,12,24,0.0105912618435544,0.008179809,-0.0024114528435543996
be2,14,12,0.00688,0.003306672,-0.0035733279999999997
be2,14,14,0.006534,0.0040963255,-0.0024376744999999997
be2,14,16,0.004162,0.0046361457,0.0004741457000000003
be2,14,18,0.00244,0.0023718823,-6.811769999999972e-05
be2,14,20,0.0017,0.0026642578,0.0009642578000000001
be2,14,22,0.00386,0.007544106,0.003684106
be2,14,24,0.00386,0.013300257,0.009440256999999999
be2,14,26,0.0086,0.004467696,-0.004132304
be2,16,12,0.00362,0.007088488,0.0034684880000000005
be2,16,14,0.00648,0.0044429973,-0.0020370026999999994
be2,16,16,0.005916,0.0056669954,-0.0002490045999999999
be2,16,18,0.004166,0.0029054242,-0.0012605758000000006
be2,16,20,0.001772,0.0045833476,0.0028113476
be2,16,22,0.0047,0.010825269,0.006125269
be2,16,24,0.00668,0.008043944,0.0013639440000000006
be2,16,26,0.00794,0.0059811897,-0.001958810299999999
be2,16,28,0.00628,0.0015909867,-0.0046890133
be2,18,14,0.00532,0.0058150804,0.0004950804000000003
be2,18,16,0.00464,0.006618041,0.001978041
be2,18,18,0.00602,0.0031082493,-0.0029117507
be2,18,20,0.00249,0.003964177,0.0014741770000000001
be2,18,22,0.00664,0.0106378,0.003997799999999999
be2,18,24,0.0084,0.00814421,-0.0002557899999999988
be2,18,26,0.00716,0.008658483,0.001498483
be2,18,28,0.00486,0.0037284167,-0.0011315833
be2,18,30,0.00692,0.0016204012,-0.0052995988
be2,20,18,0.00194,0.0025582302,0.0006182301999999998
be2,20,20,0.001848,0.0021297764,0.0002817764
be2,20,22,0.00738,0.0037382625,-0.0036417375
be2,20,24,0.00934,0.0031298401,-0.0062101599
be2,20,26,0.00336,0.0037391626,0.00037916259999999993
be2,20,28,0.00184,0.0038397557,0.0019997557
be2,20,30,0.000746,0.004451814,0.003705814
be2,21,21,0.0083251116227162,0.0022517333,-0.0060733783227162
be2,22,20,0.0172,0.003645429,-0.013554571
be2,22,22,0.0136,0.012914933,-0.0006850669999999993
be2,22,24,0.01902,0.013497147,-0.0055228529999999994
be2,22,26,0.01324,0.014839983,0.0015999829999999993
be2,22,28,0.0055,0.009532231,0.004032231000000001
be2,22,30,0.01206,0.010195136,-0.001864863999999999
be2,22,32,0.00714,0.011496747,0.004356747
be2,22,34,0.012,0.011598412,-0.0004015879999999996
be2,24,22,0.0186,0.032092582,0.013492582000000003
be2,24,24,0.0274,0.034219075,0.006819075000000001
be2,24,26,0.02104,0.025280004,0.004240003999999999
be2,24,28,0.01244,0.008684759,-0.0037552409999999994
be2,24,30,0.01706,0.012724369,-0.0043356309999999995
be2,24,32,0.011,0.014527843,0.003527843000000001
be2,24,34,0.0194,0.01576538,-0.0036346200000000016
be2,24,36,0.0242,0.01838904,-0.00581096
be2,24,38,0.0346,0.02454022,-0.010059779999999997
be2,24,40,0.0312,0.03701158,0.005811580000000004
be2,25,25,0.0152087872358371,0.019895285,0.004686497764162899
be2,26,24,0.028448091232501,0.025702098,-0.0027459932325009997
be2,26,26,0.0163711522548715,0.029496169,0.0131250167451285
be2,26,28,0.01216,0.009525329,-0.002634671
be2,26,30,0.01962,0.016882006,-0.002737993999999997
