z,n,a,symbol,be2_2plus_adopted,be2_2plus_unc_adopted,E2_2plus_adopted,E2_2plus_unc_adopted,be2_2plus_ref,be2_2plus_type,be2_experimental_count
52,62,114,Te,0.556,0.045,708.74,0.15,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
52,66,118,Te,0.57,0.1,605.706,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
52,68,120,Te,0.685,0.033,560.438,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
52,70,122,Te,0.65,0.3,564.094,0.016,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,11
52,72,124,Te,0.56,0.028,602.7271,0.0021,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,11
52,74,126,Te,0.4738,0.0093,666.352,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
52,76,128,Te,0.38,0.0071,743.219,0.007,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,11
52,78,130,Te,0.296,0.01,839.494,0.017,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,8
52,80,132,Te,0.207,0.017,974.22,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
52,82,134,Te,0.1034,0.004,1279.11,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
52,84,136,Te,0.122,0.018,606.64,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
54,60,114,Xe,0.971,0.058,450.08,0.19,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
54,62,116,Xe,1.211,0.061,393.6,0.2,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
54,64,118,Xe,1.383,0.045,337.32,0.13,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
54,66,120,Xe,1.739,0.11,332.61,0.04,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
54,68,122,Xe,1.349,0.068,331.28,0.07,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
54,70,124,Xe,1.072,0.044,354.04,0.04,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
54,72,126,Xe,0.826,0.06,388.631,0.009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
54,74,128,Xe,0.79,0.038,442.911,0.009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
54,76,130,Xe,0.634,0.029,536.068,0.006,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
54,78,132,Xe,0.468,0.024,667.715,0.002,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
54,80,134,Xe,0.317,0.018,847.041,0.023,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
54,82,136,Xe,0.217,0.033,1313.027,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
54,84,138,Xe,0.38,0.1,588.827,0.018,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
54,86,140,Xe,0.522,0.04,376.658,0.015,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
54,88,142,Xe,0.69,0.1,287.2,2.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
54,90,144,Xe,0.73,0.17,,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,0
56,66,122,Ba,2.34,0.22,195.9,2.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
56,68,124,Ba,2.096,0.078,229.91,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
56,70,126,Ba,1.74,0.8,256.02,0.06,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
56,72,128,Ba,1.441,0.053,284.0,8.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
56,74,130,Ba,1.138,0.046,357.38,0.08,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
56,76,132,Ba,0.847,0.057,464.508,0.012,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
56,78,134,Ba,0.665,0.019,604.7223,0.0019,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
56,80,136,Ba,0.413,0.011,818.497,0.011,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
56,82,138,Ba,0.23,0.11,1435.816,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
56,84,140,Ba,0.484,0.038,602.36,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
56,86,142,Ba,0.676,0.035,359.597,0.014,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
56,88,144,Ba,1.012,0.055,199.326,0.006,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
56,90,146,Ba,1.35,0.068,181.05,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
58,66,124,Ce,3.5,0.82,141.9,2.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
58,68,126,Ce,3.65,0.46,169.59,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
58,70,128,Ce,2.27,0.13,207.09,0.18,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
58,72,130,Ce,1.755,0.079,253.85,0.16,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
58,74,132,Ce,1.69,0.11,325.34,0.08,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
58,76,134,Ce,1.062,0.085,409.2,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
58,78,136,Ce,0.81,0.09,552.2,1.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
58,80,138,Ce,0.467,0.01,788.744,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
58,82,140,Ce,0.3,0.015,1596.237,0.025,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
58,84,142,Ce,0.4572,0.005,641.282,0.009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
58,86,144,Ce,0.96,0.24,397.441,0.009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
58,88,146,Ce,0.97,0.11,258.46,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
58,90,148,Ce,2.02,0.11,158.467,0.005,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
58,92,150,Ce,3.18,0.48,97.1,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
58,94,152,Ce,5.9,1.3,81.7,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,0
60,70,130,Nd,3.9,1.6,159.05,0.14,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
60,72,132,Nd,3.58,0.59,213.16,0.12,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
60,74,134,Nd,1.879,0.052,294.17,0.16,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
60,76,136,Nd,1.66,0.23,373.72,0.16,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
60,80,140,Nd,0.72,0.05,773.73,0.06,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
60,82,142,Nd,0.265,0.013,1575.781,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
60,84,144,Nd,0.504,0.015,696.561,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,8
60,86,146,Nd,0.748,0.022,453.77,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,10
60,88,148,Nd,1.338,0.03,301.702,0.016,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
60,90,150,Nd,2.707,0.03,130.21,0.08,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,13
60,92,152,Nd,4.1,0.22,72.51,0.19,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
60,94,154,Nd,2.35,0.66,70.8,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,0
62,72,134,Sm,4.14,0.34,163.0,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
62,74,136,Sm,2.71,0.26,254.92,0.16,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
62,76,138,Sm,1.3,0.19,346.75,0.2,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
62,78,140,Sm,1.053,0.07,530.68,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
62,80,142,Sm,0.7,0.09,768.0,2.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
62,82,144,Sm,0.259,0.019,1660.027,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
62,84,146,Sm,0.24,-0.07,747.115,0.013,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
62,86,148,Sm,0.713,0.035,550.255,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
62,88,150,Sm,1.347,0.026,333.863,0.009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,12
62,90,152,Sm,3.4611,0.0021,121.7817,0.0003,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,41
62,92,154,Sm,4.345,0.044,81.981,0.015,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,20
62,94,156,Sm,7.2,,75.89,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,0
64,74,138,Gd,2.18,0.13,220.79,0.2,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
64,84,148,Gd,0.228,0.085,784.432,0.015,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
64,88,152,Gd,1.655,0.065,344.2789,0.0012,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,8
64,90,154,Gd,3.872,0.016,123.0709,0.0009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,18
64,92,156,Gd,4.7,1.1,88.97,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,19
64,94,158,Gd,5.09,0.11,79.5128,0.0015,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,17
64,96,160,Gd,5.183,0.013,75.26,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,13
64,98,162,Gd,5.5,0.11,71.6,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
64,100,164,Gd,5.29,0.27,73.3,0.2,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
66,86,152,Dy,0.43,0.23,613.82,0.07,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
66,88,154,Dy,2.42,0.12,334.34,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
66,90,156,Dy,3.72,0.12,137.77,0.08,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
66,92,158,Dy,4.66,0.11,98.918,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
66,94,160,Dy,5.049,0.04,86.7878,0.0003,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,17
66,96,162,Dy,5.227,0.084,80.661,0.003,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,12
66,98,164,Dy,5.616,0.068,73.392,0.005,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,10
68,88,156,Er,1.645,0.08,344.51,0.06,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
68,90,158,Er,3.41,0.13,192.15,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
68,92,160,Er,4.34,0.15,125.8,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
68,94,162,Er,5.04,0.25,102.04,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
68,96,164,Er,5.5,0.12,91.38,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
68,98,166,Er,5.748,0.089,80.5776,0.002,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,24
68,100,168,Er,5.723,0.045,79.804,0.001,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,15
68,102,170,Er,5.838,0.068,78.599,0.022,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
70,88,158,Yb,1.84,0.22,358.2,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
70,90,160,Yb,2.44,0.16,243.1,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
70,92,162,Yb,3.47,0.11,166.72,0.04,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
70,94,164,Yb,4.33,0.14,123.31,0.23,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
70,96,166,Yb,5.2,0.2,102.37,0.03,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
70,98,168,Yb,5.75,0.12,87.73,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
70,100,170,Yb,5.721,0.07,84.25468,8e-05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,17
70,102,172,Yb,6.09,0.15,78.7427,0.0006,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,15
70,104,174,Yb,5.85,0.16,76.471,0.001,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
70,106,176,Yb,5.189,0.089,82.135,0.015,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,8
72,90,162,Hf,1.34,0.1,285.0,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
72,92,164,Hf,1.82,0.17,210.7,0.3,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
72,94,166,Hf,3.46,0.16,158.64,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
72,96,168,Hf,4.393,0.036,124.1,0.5,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
72,98,170,Hf,5.11,0.18,100.8,1.7,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
72,100,172,Hf,5.77,0.1,95.22,0.04,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
72,102,174,Hf,5.38,0.2,90.985,0.019,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
72,104,176,Hf,5.42,0.17,88.349,0.024,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
72,106,178,Hf,4.736,0.063,93.1803,0.001,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,12
72,108,180,Hf,4.647,0.003,93.3243,0.002,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,12
74,94,168,W,3.22,0.16,199.3,0.2,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
74,96,170,W,3.5,0.17,156.72,0.13,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
74,98,172,W,5.363,0.015,123.2,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
74,100,174,W,4.38,0.35,113.0,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
74,102,176,W,4.953,0.031,108.3,0.7,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
74,104,178,W,4.552,0.058,105.9,0.9,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
74,106,180,W,4.15,0.14,103.531,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
74,108,182,W,4.123,0.042,100.10598,7e-05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,27
74,110,184,W,3.706,0.035,111.2174,0.0004,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,19
74,112,186,W,3.5,0.038,122.63,0.15,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,14
74,114,188,W,2.71,0.38,143.16,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
76,96,172,Os,3.28,0.2,227.77,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
76,98,174,Os,4.55,0.17,158.6,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
76,100,176,Os,3.2,0.48,135.1,0.7,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
76,102,178,Os,4.12,0.28,132.2,1.7,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
76,104,180,Os,4.07,0.38,132.11,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
76,106,182,Os,3.896,0.085,126.89,0.08,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
76,108,184,Os,3.214,0.079,119.77,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
76,110,186,Os,3.064,0.072,137.159,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,18
76,112,188,Os,2.5,0.036,155.021,0.011,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,23
76,114,190,Os,2.354,0.09,186.718,0.002,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,16
76,116,192,Os,2.03,0.1,205.79442,9e-05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,18
78,98,176,Pt,2.55,0.23,264.0,3.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
78,100,178,Pt,4.24,0.31,170.3,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
78,102,180,Pt,4.66,0.43,153.21,0.07,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
78,104,182,Pt,3.46,0.2,154.97,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
78,106,184,Pt,3.79,0.2,162.98,0.06,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
78,108,186,Pt,3.04,0.12,191.53,0.04,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
78,110,188,Pt,2.6,0.47,265.63,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
78,112,190,Pt,1.854,0.09,295.8,0.4,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
78,114,192,Pt,1.94,0.065,316.50714,0.00015,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,12
78,116,194,Pt,1.631,0.068,328.464,0.005,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,14
78,118,196,Pt,1.401,0.068,355.6841,0.002,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,18
78,120,198,Pt,1.072,0.05,407.22,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,10
80,100,180,Hg,1.45,0.21,434.3,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
80,102,182,Hg,1.677,0.088,351.7,0.3,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
80,104,184,Hg,1.623,0.071,366.78,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
80,106,186,Hg,1.47,0.21,405.33,0.14,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
80,108,188,Hg,1.72,0.27,412.8,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
80,116,196,Hg,1.143,0.082,425.98,0.1,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
80,118,198,Hg,0.9612,0.007,411.8025,0.0017,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,15
80,120,200,Hg,0.855,0.028,367.943,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
80,122,202,Hg,0.615,0.021,439.512,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
80,124,204,Hg,0.424,0.021,436.552,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
82,104,186,Pb,0.19,0.053,662.4,0.5,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
82,106,188,Pb,0.255,0.085,723.9,2.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
82,122,204,Pb,0.1587,0.0069,899.165,0.025,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
82,124,206,Pb,0.0989,0.0028,803.054,0.025,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,8
82,126,208,Pb,0.287,0.018,4085.52,0.04,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
82,128,210,Pb,0.051,0.015,799.7,0.1,ADNDT_78_1_2001_2001RA27,MODEL_INDEPENDENT,1
84,110,194,Po,2.99,0.59,319.8,0.3,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
84,112,196,Po,1.59,0.21,463.12,0.09,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
84,126,210,Po,0.02,0.004,1181.4,0.2,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
86,116,202,Rn,1.0,0.29,504.0,10.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
86,118,204,Rn,1.51,0.52,542.9,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
86,134,220,Rn,1.872,0.063,240.986,0.006,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
86,136,222,Rn,2.36,0.15,186.211,0.013,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
88,130,218,Ra,1.0,0.1,388.9,1.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
88,134,222,Ra,4.51,0.36,111.12,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
88,136,224,Ra,3.99,0.052,84.373,0.003,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,7
88,138,226,Ra,5.16,0.13,67.67,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
88,140,228,Ra,5.98,0.2,63.823,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
90,132,222,Th,2.98,0.25,183.3,,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
90,134,224,Th,3.96,0.27,98.1,0.3,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,0
90,136,226,Th,6.82,0.35,72.2,0.4,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
90,138,228,Th,7.05,0.12,57.759,0.004,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
90,140,230,Th,8.14,0.21,53.227,0.011,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,5
90,142,232,Th,9.02,0.38,49.369,0.009,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,9
90,144,234,Th,7.92,0.64,49.55,0.06,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
92,138,230,U,9.5,1.1,51.727,0.023,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
92,140,232,U,9.91,0.79,47.573,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
92,142,234,U,10.22,0.5,43.4981,0.001,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
92,144,236,U,10.96,0.28,45.244,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
92,146,238,U,12.19,0.62,44.916,0.013,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
94,144,238,Pu,12.26,0.34,44.076,0.018,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
94,146,240,Pu,13.13,0.39,42.824,0.008,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,6
94,148,242,Pu,14.01,0.75,44.54,0.02,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
94,150,244,Pu,13.61,0.68,44.2,0.4,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
96,144,240,Cm,14.26,0.98,38.0,5.0,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
96,148,244,Cm,14.58,0.73,42.965,0.01,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,3
96,150,246,Cm,14.94,0.75,42.851,0.005,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,2
96,152,248,Cm,14.43,0.75,43.4,0.3,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,4
98,152,250,Cf,16.0,1.6,42.721,0.005,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
98,154,252,Cf,16.7,1.1,45.72,0.05,ADNDT_107_1_2016_2016PR01,MODEL_INDEPENDENT,1
