z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
3,3,Li,1,2186.0,2.0,3+,0.0,0.0,,1+,0,2186.0,,,,E2,,,,,16.5,,,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY et al.,2026-01-29
3,3,Li,2,3562.88,0.1,0+,0.0,0.0,,1+,0,3561.75,,,,M1,,,,,,,8.62,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY et al.,2026-01-29
3,3,Li,3,4312.0,22.0,2+,0.0,0.0,,1+,0,4310.0,,,,E2,,,,,6.8,,,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY et al.,2026-01-29
3,3,Li,4,5366.0,15.0,2+,0.0,0.0,,1+,0,5363.0,,,,M1,,,,,,,0.083,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY et al.,2026-01-29
3,4,Li,1,477.612,0.003,1/2-,0.0,0.0,,3/2-,0,477.595,,,,M1(+E2),,,,,19.7,,2.75,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY and  GODWIN et al.,2026-01-29
3,4,Li,2,4630.0,9.0,7/2-,0.0,0.0,,3/2-,0,4628.0,,,,E2,,,,,4.3,,,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY and  GODWIN et al.,2026-01-29
3,5,Li,1,980.8,0.1,1+,0.0,0.0,,2+,0,980.7,,,,M1,,,,,,,2.8,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
3,5,Li,2,2255.0,3.0,3+,0.0,0.0,,2+,0,2255.0,,,,M1,,,,,,,0.29,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
3,6,Li,1,2691.0,5.0,(1/2-),0.0,0.0,,3/2-,0,2691.0,5.0,100.0,,,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,3,Be,1,429.08,0.1,1/2-,0.0,0.0,,3/2-,0,429.07,,,,M1,,,,,,,2.07,,,,,,23-Aug-2001,HU and  TILLEY and  KELLEY and  GODWIN et al.,2026-01-29
4,4,Be,1,3030.0,10.0,2+,0.0,0.0,,0+,0,3029.0,,,,E2,,,,,,,,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
4,4,Be,2,11350.0,150.0,4+,,,,,0,11350.0,,,,E4,,,,,,,,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
4,4,Be,3,16626.0,3.0,2+,,,,,0,13580.0,,,,M1,,,,,,,0.053,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
4,4,Be,3,16626.0,3.0,2+,0.0,0.0,,0+,1,16607.0,,,,E2,,,,,0.071,,,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
4,4,Be,4,16922.0,3.0,2+,1.0,3030.0,10.0,2+,0,13879.0,,,,M1,,,,,,,0.053,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
4,4,Be,4,16922.0,3.0,2+,0.0,0.0,,0+,1,16903.0,,,,E2,,,,,0.078,,,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
4,5,Be,1,1684.0,20.0,1/2+,0.0,0.0,,3/2-,0,1684.0,20.0,100.0,,E1,,,0.21,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,5,Be,2,2429.4,1.3,5/2-,0.0,0.0,,3/2-,0,2429.0,1.3,100.0,,M1+E2,,,,,24.4,,0.3,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,5,Be,4,3049.0,9.0,5/2+,0.0,0.0,,3/2-,0,3048.0,9.0,,,E1,,,0.036,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,5,Be,5,4704.0,25.0,(3/2)+,0.0,0.0,,3/2-,0,4703.0,25.0,,,,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,5,Be,6,5590.0,100.0,(3/2-),0.0,0.0,,3/2-,0,5590.0,100.0,,,,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,5,Be,7,6380.0,60.0,7/2-,0.0,0.0,,3/2-,0,6378.0,60.0,,,E2,,,,,8.5,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
4,6,Be,1,3368.03,0.03,2+,0.0,0.0,,0+,0,3367.415,0.03,100.0,,E2,,,,,8.0,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
4,6,Be,2,5958.39,0.05,2+,1.0,3368.03,0.03,2+,0,2589.999,0.06,90.0,,M1,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
4,6,Be,2,5958.39,0.05,2+,0.0,0.0,,0+,1,5955.9,0.5,10.0,,E2,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
4,6,Be,3,5959.9,0.6,1-,1.0,3368.03,0.03,2+,0,2591.5,0.6,17.0,8.0,E1,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
4,6,Be,3,5959.9,0.6,1-,0.0,0.0,,0+,1,5958.0,0.6,83.0,8.0,E1,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
4,6,Be,4,6179.3,0.7,0+,3.0,5959.9,0.6,1-,0,219.4,0.3,24.0,2.0,E1,,,0.043,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
4,7,Be,1,320.04,0.1,1/2-,0.0,0.0,,1/2+,0,320.04,0.1,100.0,,E1,,,0.36,,,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
4,8,Be,1,2109.0,1.0,2+,0.0,0.0,,0+,0,2109.0,1.0,100.0,,E2,,,,,8.5,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
4,8,Be,2,2251.0,1.0,0+,1.0,2109.0,1.0,2+,0,142.0,2.0,17.7,,E2,,,,,4.21,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
4,8,Be,2,2251.0,1.0,0+,0.0,0.0,,0+,1,2251.0,,,,E0,,,,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
4,8,Be,3,2715.0,15.0,1-,0.0,0.0,,0+,0,2715.0,2.0,100.0,,E1,,,0.0049,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,3,B,1,769.5,2.5,1+,0.0,0.0,,2+,0,769.5,2.4,,,M1,,,,,,,2.63,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
5,3,B,2,2320.0,20.0,3+,0.0,0.0,,2+,0,2320.0,30.0,,,M1,,,,,,,0.38,,,,,,31-Mar-2004,D.R. Tilley and  J.H. Kelley and  J.L. Godwin and  D.J Millener et al.,2026-01-29
5,4,B,10,14655.0,2.5,3/2-,4.0,2780.0,160.0,1/2-,0,11870.0,160.0,16.0,9.3,M1,,,,,,,0.033,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
5,4,B,10,14655.0,2.5,3/2-,2.0,2345.0,11.0,5/2-,1,12301.0,11.0,100.0,11.0,M1,,,,,,,0.186,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
5,4,B,10,14655.0,2.5,3/2-,1.0,1500.0,,,2,13145.0,,4.1,,E1,,,0.00045,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
5,4,B,10,14655.0,2.5,3/2-,0.0,0.0,,3/2-,3,14642.2,2.5,95.9,8.8,M1,,,,,,,0.105,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
5,4,B,16,17076.0,4.0,,2.0,2345.0,11.0,5/2-,0,14718.0,11.0,,,,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
5,4,B,16,17076.0,4.0,,0.0,0.0,,3/2-,1,17059.0,4.0,,,,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G. SHEU and  J.L. GODWIN and  ET AL.,2026-01-29
5,5,B,1,718.38,0.011,1+,0.0,0.0,,3+,0,718.353,0.019,100.0,,E2,,,,,3.24,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
5,5,B,2,1740.05,0.04,0+,1.0,718.38,0.011,1+,0,1021.7,,100.0,,M1,,,,,,,4.2,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
5,5,B,2,1740.05,0.04,0+,0.0,0.0,,3+,1,1740.0,,0.2,,,,,,,,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
5,5,B,3,2154.27,0.45,1+,2.0,1740.05,0.04,0+,0,414.1,,51.6,1.6,M1,,,,,,,0.107,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
5,5,B,3,2154.27,0.45,1+,1.0,718.38,0.011,1+,1,1435.8,,27.3,0.9,M1+E2,-3.75,0.55,,,12.2,,9.1e-05,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
5,5,B,3,2154.27,0.45,1+,0.0,0.0,,3+,2,2154.1,,21.1,1.6,E2,,,,,1.33,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
5,6,B,1,2124.693,0.027,1/2-,0.0,0.0,,3/2-,0,2124.473,0.027,100.0,,M1,,,,,,,0.58,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
5,6,B,2,4444.98,0.07,5/2-,0.0,0.0,,3/2-,0,4444.03,0.08,100.0,,M1+E2,0.158,,,,6.1,,0.29,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
5,6,B,3,5020.3,0.3,3/2-,1.0,2124.693,0.027,1/2-,0,2895.3,0.4,14.4,0.6,M1+E2,0.19,,,,40.0,,0.54,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
5,6,B,3,5020.3,0.3,3/2-,0.0,0.0,,3/2-,1,5018.98,0.4,85.6,0.6,M1+E2,-0.036,0.013,,,0.57,,0.63,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
5,6,B,4,6741.85,0.08,7/2-,2.0,4444.98,0.07,5/2-,0,2296.63,0.13,30.0,2.0,M1,,,,,,,0.035,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
5,6,B,4,6741.85,0.08,7/2-,0.0,0.0,,3/2-,1,6739.53,0.16,70.0,2.0,E2,,,,,1.26,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
5,7,B,1,953.14,0.6,2+,0.0,0.0,,1+,0,953.1,,100.0,,M1,,,,,,,0.14,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,7,B,2,1673.65,0.6,2-,1.0,953.14,0.6,2+,0,720.49,,3.3,0.4,E1,,,0.003,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,7,B,2,1673.65,0.6,2-,0.0,0.0,,1+,1,1673.52,,100.0,4.0,E1,,,0.008,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,7,B,3,2620.8,1.2,1-,2.0,1673.65,0.6,2-,0,947.11,,18.0,4.0,M1,,,,,,,0.11,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,7,B,3,2620.8,1.2,1-,1.0,953.14,0.6,2+,1,1667.54,,100.0,4.0,E1,,,0.0066,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,7,B,3,2620.8,1.2,1-,0.0,0.0,,1+,2,2620.5,,8.0,1.0,E1,,,0.00013,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
5,8,B,1,3483.0,5.0,1/2+,0.0,0.0,,3/2-,0,3482.0,,100.0,,,,,,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
5,8,B,2,3536.4,1.7,3/2-,0.0,0.0,,3/2-,0,3536.0,2.0,100.0,,[M1 E2],,,,,0.81,,0.00072,,,,0.00093,8e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
5,8,B,3,3681.0,5.0,(5/2+ 3/2+),0.0,0.0,,3/2-,0,3680.0,,100.0,,[E1],,,0.00077,,,,,,,,0.00155,2e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
5,8,B,4,3713.0,5.0,1/2-,2.0,3536.4,1.7,3/2-,0,178.0,,10.0,,,,,,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
5,8,B,4,3713.0,5.0,1/2-,0.0,0.0,,3/2-,1,3713.0,5.0,100.0,,,,,,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
5,8,B,5,4131.0,5.0,-,4.0,3713.0,5.0,1/2-,0,418.0,8.0,14.0,,,,,,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,4,C,1,3353.7,0.6,2+,0.0,0.0,,0+,0,3353.6,,100.0,,E2,,,,,9.5,,,,,,,,31-Mar-2004,J.H. KELLEY and  C.G.SHEU AND J.L. GODWIN and  ET AL.,2026-01-29
6,5,C,1,2000.0,0.4,1/2-,0.0,0.0,,3/2-,0,2000.0,,100.0,,M1,,,,,,,0.38,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
6,5,C,2,4318.8,1.2,5/2-,1.0,2000.0,0.4,1/2-,0,2318.0,,2.0,,,,,,,,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
6,5,C,2,4318.8,1.2,5/2-,0.0,0.0,,3/2-,1,4318.8,,100.0,,,,,,,,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
6,5,C,3,4804.2,1.2,3/2-,1.0,2000.0,0.4,1/2-,0,2804.2,,14.8,1.4,,,,,,,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
6,5,C,3,4804.2,1.2,3/2-,0.0,0.0,,3/2-,1,4804.2,,85.2,1.4,,,,,,,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
6,5,C,4,6339.2,1.4,1/2+,3.0,4804.2,1.2,3/2-,0,1535.0,,3.0,,,,,,,,,,,,,,,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2026-01-29
6,6,C,1,4439.82,0.21,2+,0.0,0.0,,0+,0,4438.94,,100.0,,E2,,,,,4.65,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
6,6,C,2,7654.07,0.19,0+,1.0,4439.82,0.21,2+,0,3213.79,,100.0,,E2,,,,,8.26,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
6,6,C,3,9641.0,5.0,3-,0.0,0.0,,0+,0,9637.0,,100.0,,E3,,,,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
6,6,C,10,12710.0,6.0,1+,1.0,4439.82,0.21,2+,0,8267.0,,15.0,3.0,M1,,,,,,,0.0045,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
6,6,C,10,12710.0,6.0,1+,0.0,0.0,,0+,1,12703.0,,100.0,14.0,M1,,,,,,,0.0081,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
6,6,C,14,15110.0,3.0,1+,10.0,12710.0,6.0,1+,0,2400.0,,1.5,0.4,M1,,,,,,,2.0,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
6,7,C,1,3089.451,0.019,1/2+,0.0,0.0,,1/2-,0,3089.049,0.02,100.0,,[E1],,,0.0427,,,,,,,,0.00128,2e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,7,C,2,3684.496,0.022,3/2-,1.0,3089.451,0.019,1/2+,0,595.22,0.08,0.75,0.03,[E1],,,0.0382,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,7,C,2,3684.496,0.022,3/2-,0.0,0.0,,1/2-,1,3684.01,0.06,100.0,0.03,[M1+E2],-0.094,0.009,,,3.5,,0.384,,,,0.00091,1.3e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,7,C,3,3853.796,0.021,5/2+,2.0,3684.496,0.022,3/2-,0,169.3,0.004,58.1,1.0,[E1],,,0.01065,,,,,,,,0.000147,2e-06,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,7,C,3,3853.796,0.021,5/2+,1.0,3089.451,0.019,1/2+,1,764.316,0.01,1.92,0.06,[E2],,,,,1.67,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,7,C,3,3853.796,0.021,5/2+,0.0,0.0,,1/2-,2,3854.0,1.0,100.0,1.0,[E3+M2],0.12,0.03,,,,,,,0.473,,0.000729,1e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
6,8,C,1,6093.8,0.2,1-,0.0,0.0,,0+,0,6092.4,0.2,100.0,,[E1],,,0.00073,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
6,8,C,2,6589.4,0.2,0+,1.0,6093.8,0.2,1-,0,495.35,0.1,100.0,0.1,[E1],,,0.0032,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
6,8,C,2,6589.4,0.2,0+,0.0,0.0,,0+,1,6587.7,0.2,,,[E0],,,,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
6,8,C,3,6728.2,1.3,3-,1.0,6093.8,0.2,1-,0,634.4,1.3,3.7,1.3,[E2],,,,,1.5,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
6,8,C,3,6728.2,1.3,3-,0.0,0.0,,0+,1,6726.5,1.3,100.1,1.3,[E3],,,,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
6,8,C,4,6902.6,0.2,0-,1.0,6093.8,0.2,1-,0,808.8,0.3,100.0,,[M1],,,,,,,1.6,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
6,9,C,1,740.0,1.5,5/2+,0.0,0.0,,1/2+,0,740.0,1.5,100.0,,[E2],,,,,0.44,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
6,10,C,1,1766.0,10.0,2+,0.0,0.0,,0+,0,1766.0,10.0,100.0,,,,,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
6,10,C,3,3986.0,7.0,2,1.0,1766.0,10.0,2+,0,2220.0,12.0,100.0,,[D+Q],-0.18,0.15,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
6,10,C,4,4088.0,7.0,3(+),1.0,1766.0,10.0,2+,0,2322.0,12.0,100.0,,[M1+E2],-0.1,0.09,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
6,10,C,5,4142.0,7.0,4+,1.0,1766.0,10.0,2+,0,2376.0,12.0,100.0,,,,,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
6,11,C,1,217.0,1.0,1/2+,0.0,0.0,,3/2+,0,217.0,2.0,100.0,,,,,,,,,,,,,,,01-May-2017,J.H. Kelley and  G.C. Sheu,2026-01-29
6,11,C,2,332.0,2.0,5/2+,0.0,0.0,,3/2+,0,331.0,2.0,100.0,,,,,,,,,,,,,,,01-May-2017,J.H. Kelley and  G.C. Sheu,2026-01-29
6,12,C,1,1588.0,8.0,2+,0.0,0.0,,0+,0,1588.0,8.0,100.0,,E2,,,,,,,,,,,,,01-May-2017,J. Kelley and  C.G. Sheu,2026-01-29
6,12,C,2,2515.0,10.0,(2+),1.0,1588.0,8.0,2+,0,927.0,7.0,86.0,12.0,,,,,,,,,,,,,,01-May-2017,J. Kelley and  C.G. Sheu,2026-01-29
6,12,C,2,2515.0,10.0,(2+),0.0,0.0,,0+,1,2515.0,30.0,14.0,12.0,,,,,,,,,,,,,,01-May-2017,J. Kelley and  C.G. Sheu,2026-01-29
6,12,C,3,3972.0,20.0,(2 3)+,1.0,1588.0,8.0,2+,0,2384.0,17.0,100.0,,,,,,,,,,,,,,,01-May-2017,J. Kelley and  C.G. Sheu,2026-01-29
6,13,C,1,209.0,2.0,(3/2+),0.0,0.0,,(1/2+),0,209.0,2.0,100.0,,M1,,,,,,,0.00179,,,,,,23-March-2017,J.H. Kelley and  G.C. Sheu,2026-01-29
6,13,C,2,282.0,5.0,,1.0,209.0,2.0,(3/2+),0,72.0,4.0,100.0,,,,,,,,,,,,,,,23-March-2017,J.H. Kelley and  G.C. Sheu,2026-01-29
6,14,C,1,1618.0,11.0,2+,0.0,0.0,,0+,0,1618.0,11.0,,,E2,,,,,,,,,,,,,9-June-2017,M.S. Narijauskas and  J.H. Kelley and  C.G. Sheu,2026-01-29
7,5,N,2,1190.0,7.0,2-,0.0,0.0,,1+,0,1190.0,,100.0,,E1,,,,,,,,,,,,,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2026-01-29
7,6,N,1,2367.8,0.8,1/2+,0.0,0.0,,1/2-,0,2367.7,,100.0,,[E1],,,0.0989,,,,,,,,0.000888,1.2e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
7,6,N,2,3500.4,0.8,3/2-,,,,,0,1135.6,,8.4,,[E1],,,0.079,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
7,6,N,2,3500.4,0.8,3/2-,0.0,0.0,,1/2-,1,3500.3,,100.0,,[M1+E2],-0.09,0.02,,,5.0,,0.55,,,,0.000845,1.2e-05,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
7,6,N,12,10260.0,140.0,(1/2+ 3/2+),0.0,0.0,,1/2-,0,10256.0,,,,,,,,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
7,6,N,19,11740.0,40.0,3/2+,0.0,0.0,,1/2-,0,11734.0,,,,[E1],,,0.007,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
7,6,N,27,13500.0,200.0,3/2+,0.0,0.0,,1/2-,0,13492.0,,,,,,,,,,,,,,,,,1-Aug-2024,J.H. Kelley and  C.G. Sheu and J. E. Purcell,2026-01-29
7,7,N,1,2312.798,0.011,0+,0.0,0.0,,1+,0,2312.593,0.011,100.0,,[M1],,,,,,,0.026,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
7,7,N,2,3948.1,0.2,1+,1.0,2312.798,0.011,0+,0,1635.2,0.2,100.0,0.3,[M1],,,,,,,1.0,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
7,7,N,2,3948.1,0.2,1+,0.0,0.0,,1+,1,3947.5,0.2,4.1,0.2,[M1+E2],2.8,0.3,,,2.2,,0.00033,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
7,7,N,3,4915.1,1.4,0-,2.0,3948.1,0.2,1+,0,967.0,1.4,0.5,,,,,,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
7,7,N,3,4915.1,1.4,0-,1.0,2312.798,0.011,0+,1,2602.0,1.4,1.0,,,,,,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
7,7,N,3,4915.1,1.4,0-,0.0,0.0,,1+,2,4914.2,1.4,100.0,3.0,[E1],,,0.0018,,,,,,,,,,1-JUL-1990,F. AJZENBERG-SELOVE,2026-01-29
7,8,N,1,5270.155,0.014,5/2+,0.0,0.0,,1/2-,0,5269.161,0.014,100.0,,[M2+E3],-0.131,0.013,,,,,,,0.68,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
7,8,N,2,5298.822,0.014,1/2+,0.0,0.0,,1/2-,0,5297.817,0.014,100.0,,[E1],,,0.00043,,,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
7,8,N,3,6323.78,0.02,3/2-,2.0,5298.822,0.014,1/2+,0,1024.92,0.02,0.05,,,,,,,,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
7,8,N,3,6323.78,0.02,3/2-,1.0,5270.155,0.014,5/2+,1,1053.58,0.02,0.1,,,,,,,,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
7,8,N,3,6323.78,0.02,3/2-,0.0,0.0,,1/2-,2,6322.35,0.02,100.0,,[M1+E2],-0.132,0.004,,,2.91,,0.578,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
