z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
7,8,N,4,7155.05,0.02,5/2+,3.0,6323.78,0.02,3/2-,0,831.27,0.02,0.5,,,,,,,,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
7,9,N,1,120.42,0.12,0-,0.0,0.0,,2-,0,120.42,0.12,100.0,,[E2],,,,,1.7,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,9,N,2,298.22,0.08,3-,0.0,0.0,,2-,0,298.22,0.08,100.0,,[M1],,,,,,,0.009,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,9,N,3,397.27,0.1,1-,1.0,120.42,0.12,0-,0,276.85,0.1,100.0,2.2,[M1],,,,,,,0.193,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,9,N,3,397.27,0.1,1-,0.0,0.0,,2-,1,397.27,0.1,36.2,0.8,[M1],,,,,,,0.0236,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,10,N,1,1373.9,0.3,3/2-,0.0,0.0,,1/2-,0,1373.8,0.3,100.0,,[M1],,,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,10,N,2,1849.6,0.3,1/2+,1.0,1373.9,0.3,3/2-,0,475.7,0.3,16.0,3.0,[E1],,,4.4e-05,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,10,N,2,1849.6,0.3,1/2+,0.0,0.0,,1/2-,1,1849.5,0.3,100.0,3.0,[E1],,,5e-06,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,10,N,3,1906.8,0.3,5/2-,1.0,1373.9,0.3,3/2-,0,532.9,0.3,30.0,3.0,[M1],,,,,,,0.0044,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,10,N,3,1906.8,0.3,5/2-,0.0,0.0,,1/2-,1,1906.7,0.3,100.0,3.0,[E2],,,,,0.8,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,10,N,4,2526.0,0.5,5/2+,3.0,1906.8,0.3,5/2-,0,619.2,0.5,100.0,6.0,[E1],,,7.9e-05,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
7,11,N,1,114.71,0.1,(2-),0.0,0.0,,1-,0,114.7,0.1,100.0,,,,,,,,,0.036,,,,,,30-Jun-2021,R. Spitzer and  J.H. Kelley,2026-01-29
7,11,N,2,587.39,0.2,(2-),1.0,114.71,0.1,(2-),0,472.7,0.2,100.0,16.0,,,,,,,,,,,,,,30-Jun-2021,R. Spitzer and  J.H. Kelley,2026-01-29
7,11,N,3,742.0,0.4,(3-),2.0,587.39,0.2,(2-),0,154.6,0.3,20.0,,,,,,,,,,,,,,,30-Jun-2021,R. Spitzer and  J.H. Kelley,2026-01-29
7,11,N,3,742.0,0.4,(3-),1.0,114.71,0.1,(2-),1,627.0,1.0,100.0,,,,,,,,,,,,,,,30-Jun-2021,R. Spitzer and  J.H. Kelley,2026-01-29
7,11,N,5,1734.75,0.19,(1 2),2.0,587.39,0.2,(2-),0,1147.8,0.4,68.0,20.0,,,,,,,,,,,,,,30-Jun-2021,R. Spitzer and  J.H. Kelley,2026-01-29
7,11,N,5,1734.75,0.19,(1 2),1.0,114.71,0.1,(2-),1,1619.9,0.3,100.0,25.0,,,,,,,,,,,,,,30-Jun-2021,R. Spitzer and  J.H. Kelley,2026-01-29
7,12,N,1,1143.0,3.0,(3/2-),0.0,0.0,,1/2-,0,1141.0,3.0,100.0,,,,,,,,,,,,,,,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2026-01-29
7,12,N,2,1676.0,3.0,(5/2-),1.0,1143.0,3.0,(3/2-),0,532.0,2.0,100.0,8.0,,,,,,,,,,,,,,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2026-01-29
7,12,N,2,1676.0,3.0,(5/2-),,,,,1,1681.0,5.0,39.0,8.0,,,,,,,,,,,,,,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2026-01-29
7,12,N,3,2132.0,9.0,(5/2+ 3/2-),0.0,0.0,,1/2-,0,2132.0,9.0,100.0,,,,,,,,,,,,,,,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2026-01-29
7,12,N,4,2511.0,5.0,(1/2+),1.0,1143.0,3.0,(3/2-),0,1368.0,4.0,100.0,13.0,,,,,,,,,,,,,,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2026-01-29
7,12,N,4,2511.0,5.0,(1/2+),,,,,1,2507.0,11.0,25.0,13.0,,,,,,,,,,,,,,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2026-01-29
7,13,N,1,843.0,4.0,(3-),0.0,0.0,,(2-),0,843.0,4.0,100.0,14.0,,,,,,,,,,,,,,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2026-01-29
7,13,N,2,944.0,24.0,,0.0,0.0,,(2-),0,944.0,24.0,100.0,,,,,,,,,,,,,,,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2026-01-29
7,13,N,3,1336.0,23.0,(1- 2-),0.0,0.0,,(2-),0,1336.0,23.0,100.0,,,,,,,,,,,,,,,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2026-01-29
7,13,N,4,1559.0,30.0,,2.0,944.0,24.0,,0,615.0,18.0,100.0,,,,,,,,,,,,,,,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2026-01-29
7,13,N,5,1895.0,34.0,(3-),1.0,843.0,4.0,(3-),0,1052.0,29.0,100.0,,,,,,,,,,,,,,,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2026-01-29
7,13,N,6,2943.0,32.0,(4-),1.0,843.0,4.0,(3-),0,2100.0,26.0,100.0,,,,,,,,,,,,,,,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2026-01-29
7,14,N,1,1160.0,30.0,(3/2-),0.0,0.0,,(1/2-),0,1159.0,29.0,100.0,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
7,14,N,2,2380.0,50.0,(5/2-),1.0,1160.0,30.0,(3/2-),0,1220.0,29.0,100.0,35.0,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
7,14,N,2,2380.0,50.0,(5/2-),,,,,1,2405.0,,,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
7,14,N,3,3300.0,50.0,(5/2-),,,,,0,884.0,27.0,,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
7,14,N,3,3300.0,50.0,(5/2-),1.0,1160.0,30.0,(3/2-),1,2142.0,33.0,100.0,21.0,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
7,14,N,4,3600.0,50.0,(5/2+),,,,,0,1210.0,,,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
7,15,N,1,183.0,16.0,(1-),0.0,0.0,,(0-),0,183.0,16.0,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
7,15,N,2,1017.0,25.0,(2-),1.0,183.0,16.0,(1-),0,834.0,19.0,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
8,7,O,1,5183.0,1.0,1/2+,0.0,0.0,,1/2-,0,5182.0,1.0,100.0,,[E1],,,0.0014,,,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
8,7,O,2,5240.9,0.3,5/2+,0.0,0.0,,1/2-,0,5239.9,0.3,100.0,,[M2+E3],-0.1,0.04,,,,,,,0.55,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
8,7,O,3,6176.3,1.7,3/2-,0.0,0.0,,1/2-,0,6174.9,1.7,100.0,,[M1+E2],0.125,0.007,,,0.28,,0.053,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
8,7,O,4,6793.1,1.7,3/2+,0.0,0.0,,1/2-,0,6791.4,1.7,100.0,,[E1(+M2)],0.02,0.02,0.00019,,,,,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
8,7,O,5,6859.4,0.9,5/2+,2.0,5240.9,0.3,5/2+,0,1618.4,1.0,100.0,,[M1(+E2)],0.04,0.03,,,,,0.46,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
8,7,O,6,7275.9,0.6,7/2+,2.0,5240.9,0.3,5/2+,0,2034.9,0.7,100.0,1.2,[M1],,,,,,,0.0051,,,,,,1-Jul-1990,F. AJZENBERG-SELOVE,2026-01-29
8,8,O,1,6049.4,1.0,0+,0.0,0.0,,0+,0,6048.2,1.0,,,[E0],,,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
8,8,O,2,6129.89,0.04,3-,0.0,0.0,,0+,0,6128.63,0.04,100.0,,[E3],,,,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
8,8,O,3,6917.1,0.6,2+,2.0,6129.89,0.04,3-,0,787.2,0.6,0.008,,[E1],,,4e-05,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
8,8,O,3,6917.1,0.6,2+,1.0,6049.4,1.0,0+,1,867.7,1.2,0.027,0.003,[E2],,,,,27.0,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
8,8,O,3,6917.1,0.6,2+,0.0,0.0,,0+,2,6915.5,0.6,100.0,,[E2],,,,,3.1,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
8,8,O,4,7116.85,0.14,1-,2.0,6129.89,0.04,3-,0,986.93,0.15,0.07,0.014,[E2],,,,,21.0,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
8,9,O,1,870.756,0.02,1/2+,0.0,0.0,,5/2+,0,870.732,0.02,100.0,,E2,,,,,2.424,,,,,,,,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2026-01-29
8,9,O,2,3055.4,0.06,1/2-,1.0,870.756,0.02,1/2+,0,2184.49,0.05,100.0,,E1,,,0.00089,,,,,,,,,,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2026-01-29
8,9,O,3,3842.8,0.4,5/2-,0.0,0.0,,5/2+,0,3842.3,0.4,100.0,,,,,0.0036,,,,,,,,,,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2026-01-29
8,9,O,4,4143.27,0.13,1/2+,2.0,3055.4,0.06,1/2-,0,1087.89,0.04,100.0,0.62,E1,,,,,,,,,,,,,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2026-01-29
8,9,O,4,4143.27,0.13,1/2+,1.0,870.756,0.02,1/2+,1,3272.02,0.08,20.15,0.5,M1,,,,,,,,,,,,,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2026-01-29
8,9,O,4,4143.27,0.13,1/2+,0.0,0.0,,5/2+,2,4142.6,0.6,4.18,0.3,E2,,,,,,,,,,,,,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2026-01-29
8,10,O,1,1982.07,0.09,2+,0.0,0.0,,0+,0,1982.0,,100.0,,E2,,,,,3.32,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,10,O,2,3554.84,0.4,4+,1.0,1982.07,0.09,2+,0,1573.0,,100.0,,E2,,,,,1.19,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,10,O,3,3633.76,0.11,0+,1.0,1982.07,0.09,2+,0,1652.0,,99.7,0.06,E2,,,,,17.0,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,10,O,3,3633.76,0.11,0+,0.0,0.0,,0+,1,3634.0,,0.3,0.06,,,,,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,10,O,4,3920.44,0.14,2+,1.0,1982.07,0.09,2+,0,1938.0,,87.6,0.7,M1,,,,,,,0.14,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,10,O,4,3920.44,0.14,2+,0.0,0.0,,0+,1,3920.0,,12.4,0.7,E2,,,,,1.3,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,11,O,1,96.0,0.5,3/2+,0.0,0.0,,5/2+,0,96.0,,100.0,,M1,,,,,,,0.088,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,11,O,2,1471.7,0.4,1/2+,1.0,96.0,0.5,3/2+,0,1375.7,,98.0,0.2,M1,,,,,,,0.0093,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,11,O,2,1471.7,0.4,1/2+,0.0,0.0,,5/2+,1,1471.7,,2.0,0.2,E2,,,,,0.58,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,11,O,3,2371.5,1.0,9/2+,0.0,0.0,,5/2+,0,2371.5,,100.0,,E2+(M3),0.002,0.05,,,1.0,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,11,O,4,2779.0,0.9,7/2+,0.0,0.0,,5/2+,0,2779.0,,100.0,,M1+E2,0.8,0.5,,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,11,O,5,3067.4,1.6,(3/2)+,2.0,1471.7,0.4,1/2+,0,1595.7,,100.0,,,,,,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
8,12,O,1,1673.68,0.15,2+,0.0,0.0,,0+,0,1673.6,0.15,100.0,,[E2],,,,,1.8,,,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
8,13,O,1,1220.0,3.0,(1/2+),0.0,0.0,,(5/2+),0,1220.0,3.0,100.0,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
8,13,O,2,2133.0,5.0,,0.0,0.0,,(5/2+),0,2133.0,5.0,100.0,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
8,13,O,3,3026.0,6.0,(7/2+),,,,,0,883.0,4.0,59.0,8.0,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
8,13,O,3,3026.0,6.0,(7/2+),0.0,0.0,,(5/2+),1,3026.0,8.0,100.0,8.0,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
8,13,O,4,3073.0,10.0,(7/2+),0.0,0.0,,(5/2+),0,3073.0,10.0,100.0,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
8,14,O,1,3199.0,8.0,2+,0.0,0.0,,0+,0,3199.0,8.0,100.0,,E2,,,,,1.2,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
8,14,O,2,4584.0,9.0,(3+),1.0,3199.0,8.0,2+,0,1385.0,3.0,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
8,14,O,3,4909.0,90.0,(0+),1.0,3199.0,8.0,2+,0,1710.0,90.0,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
8,14,O,4,5800.0,,,2.0,4584.0,9.0,(3+),0,1216.0,,,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
8,14,O,4,5800.0,,,1.0,3199.0,8.0,2+,1,2600.0,,,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
8,14,O,5,6512.0,10.0,(2+),1.0,3199.0,8.0,2+,0,3312.0,5.0,,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,8,F,1,495.33,0.1,1/2+,0.0,0.0,,5/2+,0,495.32,0.1,100.0,,[E2],,,,,25.0,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
9,8,F,2,3104.0,3.0,1/2-,1.0,495.33,0.1,1/2+,0,2609.0,3.0,100.0,,[E1],,,0.0015,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
9,8,F,3,3857.0,4.0,5/2-,0.0,0.0,,5/2+,0,3857.0,4.0,100.0,,[E1],,,0.0043,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
9,8,F,47,11192.9,2.3,1/2-,1.0,495.33,0.1,1/2+,0,10694.0,2.3,100.0,,[E1],,,0.011,,,,,,,,,,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2026-01-29
9,9,F,1,937.2,0.06,3+,0.0,0.0,,1+,0,937.0,,100.0,,E2,,,,,5.8,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,9,F,2,1041.55,0.08,0+,0.0,0.0,,1+,0,1041.0,,100.0,,M1,,,,,,,10.9,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,9,F,3,1080.54,0.12,0-,0.0,0.0,,1+,0,1081.0,,100.0,,E1,,,4.1e-05,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,9,F,4,1121.36,0.15,5+,1.0,937.2,0.06,3+,0,184.0,,100.0,,E2,,,,,5.78,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,9,F,5,1700.81,0.18,1+,2.0,1041.55,0.08,0+,0,659.0,,70.2,1.3,M1,,,,,,,0.0805,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,9,F,5,1700.81,0.18,1+,0.0,0.0,,1+,1,1701.0,,29.8,1.3,M1,,,,,,,0.002,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,10,F,1,109.894,0.005,1/2-,0.0,0.0,,1/2+,0,109.9,,100.0,,E1,,,0.0012,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,10,F,2,197.143,0.004,5/2+,1.0,109.894,0.005,1/2-,0,87.3,,0.06,,,,,,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,10,F,2,197.143,0.004,5/2+,0.0,0.0,,1/2+,1,197.1,,100.0,,E2,,,,,6.95,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,10,F,3,1345.67,0.13,5/2-,2.0,197.143,0.004,5/2+,0,1148.5,,3.2,1.0,E1,,,6.9e-06,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,10,F,3,1345.67,0.13,5/2-,1.0,109.894,0.005,1/2-,1,1235.8,,96.8,1.0,E2+(M3),0.0,0.7,,,21.6,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,10,F,4,1458.7,0.3,3/2-,3.0,1345.67,0.13,5/2-,0,113.0,,0.2,,,,,,,,,,,,,,,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2026-01-29
9,11,F,1,656.02,0.03,3+,0.0,0.0,,2+,0,656.0,0.03,100.0,,[M1+E2],0.1,0.05,,,,,0.252,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
9,11,F,2,822.73,0.03,4+,1.0,656.02,0.03,3+,0,166.78,0.05,66.8,2.4,[M1],,,,,,,0.0572,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
9,11,F,2,822.73,0.03,4+,0.0,0.0,,2+,1,822.69,0.04,33.2,2.4,[E2],,,,,2.76,,,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
9,11,F,3,983.59,0.03,1-,0.0,0.0,,2+,0,983.53,0.04,100.0,,[E1],,,0.000704,,,,,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
9,11,F,4,1056.848,0.004,1+,0.0,0.0,,2+,0,1056.78,0.03,100.0,,[M1],,,,,,,3.59,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
9,11,F,5,1309.19,0.03,2-,4.0,1056.848,0.004,1+,0,252.65,0.23,1.0,0.3,[E1],,,0.00044,,,,,,,,,,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2026-01-29
9,12,F,1,279.93,0.06,1/2+,0.0,0.0,,5/2+,0,279.92,0.06,100.0,,(E2),,,,,15.7,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
9,12,F,2,1100.9,2.0,1/2-,1.0,279.93,0.06,1/2+,0,821.0,2.0,100.0,,[E1],,,5.4,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
9,12,F,3,1730.4,0.06,3/2+,1.0,279.93,0.06,1/2+,0,1450.5,0.2,22.0,2.5,[M1],,,,,,,0.026,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
9,12,F,3,1730.4,0.06,3/2+,0.0,0.0,,5/2+,1,1730.28,0.08,100.0,2.5,[M1],,,,,,,0.07,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
9,12,F,4,1754.83,0.08,(7/2+ 9/2+),0.0,0.0,,5/2+,0,1754.74,0.08,100.0,,,,,,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
9,12,F,5,2039.8,1.2,3/2-,1.0,279.93,0.06,1/2+,0,1759.0,1.5,32.0,8.0,[E1],,,0.0011,,,,,,,,,,15-Jan-2015,R.B. FIRESTONE,2026-01-29
9,13,F,1,71.65,0.2,(3+),0.0,0.0,,(4+),0,71.6,0.2,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,13,F,3,709.1,0.3,(2+),1.0,71.65,0.2,(3+),0,637.4,0.2,100.0,7.0,[M1],,,,,,,1.5,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,13,F,4,1413.2,0.9,(5+),0.0,0.0,,(4+),0,1414.2,,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,13,F,5,1627.1,0.4,1+,3.0,709.1,0.3,(2+),0,918.0,0.2,100.0,,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,13,F,6,1632.4,0.8,(3+),1.0,71.65,0.2,(3+),0,1560.5,,47.0,7.0,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,13,F,6,1632.4,0.8,(3+),0.0,0.0,,(4+),1,1632.6,,100.0,10.0,,,,,,,,,,,,,,1-Apr-2015,M. Shamsuzzoha Basunia,2026-01-29
9,14,F,1,2246.0,8.0,(1/2)+,0.0,0.0,,(5/2+),0,2246.0,8.0,100.0,,,,,,,,,,,,,,,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2026-01-29
9,14,F,2,2920.0,3.0,,,,,,0,2925.0,10.0,100.0,,,,,,,,,,,,,,,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2026-01-29
9,14,F,3,3373.0,11.0,,,,,,0,3369.0,13.0,100.0,,,,,,,,,,,,,,,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2026-01-29
9,14,F,4,3831.0,5.0,,2.0,2920.0,3.0,,0,912.0,4.0,100.0,,,,,,,,,,,,,,,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2026-01-29
9,14,F,5,3865.0,15.0,(1/2+ 3/2+),1.0,2246.0,8.0,(1/2)+,0,1621.0,6.0,56.0,10.0,,,,,,,,,,,,,,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2026-01-29
9,14,F,5,3865.0,15.0,(1/2+ 3/2+),0.0,0.0,,(5/2+),1,3867.0,15.0,100.0,16.0,,,,,,,,,,,,,,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2026-01-29
9,15,F,1,521.6,0.3,(2+),0.0,0.0,,(3+),0,521.5,0.3,100.0,,,,,,,,,,,,,,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2026-01-29
9,15,F,2,1831.4,0.4,(1+),1.0,521.6,0.3,(2+),0,1309.5,0.5,38.0,9.0,,,,,,,,,,,,,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2026-01-29
9,15,F,2,1831.4,0.4,(1+),0.0,0.0,,(3+),1,1831.6,0.5,100.0,8.0,,,,,,,,,,,,,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2026-01-29
9,15,F,3,2384.0,64.0,(4+ 3+),0.0,0.0,,(3+),0,2384.0,64.0,100.0,,,,,,,,,,,,,,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2026-01-29
9,15,F,4,2739.0,14.0,(3+ 4+),0.0,0.0,,(3+),0,2739.0,14.0,100.0,,,,,,,,,,,,,,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2026-01-29
9,15,F,5,3562.0,22.0,(2+ 4+),0.0,0.0,,(3+),0,3562.0,22.0,100.0,,,,,,,,,,,,,,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2026-01-29
9,16,F,1,3300.0,,(9/2+),0.0,0.0,,5/2+,0,3300.0,,,,,,,,,,,,,,,,,1-Feb-2008,R.B. FIRESTONE,2026-01-29
